Datetime,Close,High,Low,Open,Volume
2026-08-14 09:15:00+05:30,24322.69921875,24363.75,24314.099609375,24363.75,0
2026-08-14 09:20:00+05:30,24324.849609375,24335.900390625,24315.75,24323.69921875,0
2026-08-14 09:25:00+05:30,24309.099609375,24326.05078125,24307.19921875,24324.94921875,0
2026-08-14 09:30:00+05:30,24325.75,24336.69921875,24304.599609375,24309.44921875,0
2026-08-14 09:35:00+05:30,24337.650390625,24345.19921875,24326.44921875,24327.44921875,0
2026-08-14 09:40:00+05:30,24332.05078125,24338.650390625,24326.150390625,24338.44921875,0
2026-08-14 09:45:00+05:30,24341.599609375,24346.80078125,24332.099609375,24333.150390625,0
2026-08-14 09:50:00+05:30,24324.69921875,24345.19921875,24324.19921875,24341.150390625,0
2026-08-14 09:55:00+05:30,24343.55078125,24344.849609375,24322.55078125,24326.44921875,0
2026-08-14 10:00:00+05:30,24350.69921875,24353.44921875,24340.650390625,24343.55078125,0
2026-08-14 10:05:00+05:30,24355.150390625,24355.150390625,24343.19921875,24350.849609375,0
2026-08-14 10:10:00+05:30,24345.44921875,24359.19921875,24342.650390625,24354.650390625,0
2026-08-14 10:15:00+05:30,24336.900390625,24347.0,24336.19921875,24345.150390625,0
2026-08-14 10:20:00+05:30,24334.05078125,24341.099609375,24332.150390625,24337.400390625,0
2026-08-14 10:25:00+05:30,24331.25,24338.099609375,24329.55078125,24334.849609375,0
2026-08-14 10:30:00+05:30,24309.25,24332.25,24298.349609375,24331.900390625,0
2026-08-14 10:35:00+05:30,24321.75,24321.80078125,24307.099609375,24309.0,0
2026-08-14 10:40:00+05:30,24324.69921875,24325.69921875,24316.75,24322.19921875,0
2026-08-14 10:45:00+05:30,24333.80078125,24335.19921875,24324.099609375,24325.25,0
2026-08-14 10:50:00+05:30,24336.69921875,24338.69921875,24331.19921875,24334.349609375,0
2026-08-14 10:55:00+05:30,24312.19921875,24337.75,24312.0,24335.44921875,0
2026-08-14 11:00:00+05:30,24320.849609375,24322.349609375,24306.400390625,24313.05078125,0
2026-08-14 11:05:00+05:30,24314.25,24321.94921875,24309.349609375,24321.94921875,0
2026-08-14 11:10:00+05:30,24315.0,24318.349609375,24311.69921875,24314.80078125,0
2026-08-14 11:15:00+05:30,24327.849609375,24329.94921875,24313.94921875,24315.5,0
2026-08-14 11:20:00+05:30,24327.69921875,24332.25,24322.94921875,24328.44921875,0
2026-08-14 11:25:00+05:30,24315.80078125,24329.849609375,24313.44921875,24328.25,0
2026-08-14 11:30:00+05:30,24318.75,24321.80078125,24309.400390625,24315.69921875,0
2026-08-14 11:35:00+05:30,24320.44921875,24322.349609375,24312.349609375,24318.44921875,0
2026-08-14 11:40:00+05:30,24327.69921875,24330.69921875,24319.30078125,24322.19921875,0
2026-08-14 11:45:00+05:30,24326.94921875,24336.94921875,24325.25,24328.0,0
2026-08-14 11:50:00+05:30,24329.75,24336.25,24325.19921875,24327.650390625,0
2026-08-14 11:55:00+05:30,24326.900390625,24333.599609375,24321.94921875,24330.55078125,0
2026-08-14 12:00:00+05:30,24321.69921875,24329.650390625,24319.25,24328.19921875,0
2026-08-14 12:05:00+05:30,24335.349609375,24340.650390625,24321.44921875,24321.900390625,0
2026-08-14 12:10:00+05:30,24341.44921875,24345.55078125,24335.099609375,24335.75,0
2026-08-14 12:15:00+05:30,24349.0,24349.25,24339.900390625,24342.0,0
2026-08-14 12:20:00+05:30,24351.650390625,24354.0,24345.5,24349.30078125,0
2026-08-14 12:25:00+05:30,24347.30078125,24354.650390625,24343.25,24353.75,0
2026-08-14 12:30:00+05:30,24344.5,24347.94921875,24340.0,24346.80078125,0
2026-08-14 12:35:00+05:30,24340.900390625,24346.80078125,24338.849609375,24344.099609375,0
2026-08-14 12:40:00+05:30,24335.849609375,24346.099609375,24333.44921875,24342.0,0
2026-08-14 12:45:00+05:30,24345.30078125,24347.69921875,24334.80078125,24336.650390625,0
