model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-13,74,38,36,51.35,99.9093
Logistic,2025-10-13,74,36,38,48.65,114.8161
RF,2025-10-13,74,38,36,51.35,99.9093
XGB,2025-10-13,74,38,36,51.35,99.9093
