model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,20250922,76,0,76,0.0,25312.2
Logistic,20250922,76,76,0,100.0,25352.5
RF,20250922,76,0,76,0.0,25312.2
XGB,20250922,76,0,76,0.0,25312.2
