model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-10-10,76,76,0,100.0,25193.6
Logistic,2025-10-10,76,0,76,0.0,25170.3
RF,2025-10-10,76,76,0,100.0,25193.6
XGB,2025-10-10,76,76,0,100.0,25193.6
