model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-12-16,76,76,0,100.0,26033.5
Logistic,2025-12-16,76,76,0,100.0,26033.5
RF,2025-12-16,76,76,0,100.0,26033.5
XGB,2025-12-16,76,76,0,100.0,26033.5
