model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-19,74,39,35,52.7,76.7921
Logistic,2025-09-19,74,35,39,47.3,75.5568
RF,2025-09-19,74,39,35,52.7,76.7921
XGB,2025-09-19,74,39,35,52.7,76.7921
