model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-01-20,76,76,0,100.0,25568.3
Logistic,2026-01-20,76,76,0,100.0,25568.3
RF,2026-01-20,76,76,0,100.0,25568.3
XGB,2026-01-20,76,0,76,0.0,25555.5
