trade_date,symbol,reason_set,primary_reason,pct_change,prev_close,last_price,turnover,notes,security,mkt,open,high,low,close,net_trdval,net_trdqty,trades,ind_sec,corp_ind,hi_52_wk,lo_52_wk,pd_source_file,pd_mapped,_pd_lookup_key
2026-03-20,HUBTOWN,gainer_loser,gainer_loser,6.69,       185.84,198.28,,{},HUBTOWN LIMITED,N,       187.20,       200.50,       186.63,       198.28,                188810621.63,962722,9870,N, ,       365.70,       162.05,pd20032026.csv,True,HUBTOWN
2026-03-20,BELRISE,gainer_loser,gainer_loser,6.62,       177.27,189.0,,{},BELRISE INDUSTRIES LTD,N,       181.00,       191.80,       180.37,       189.00,               3606265455.43,19170728,75965,N, ,       200.90,        89.15,pd20032026.csv,True,BELRISE
2026-03-20,IOB,gainer_loser,gainer_loser,6.54,        31.65,33.72,,{},INDIAN OVERSEAS BANK,N,        31.78,        34.63,        31.71,        33.72,                943249442.23,28220266,40642,N, ,        45.15,        31.55,pd20032026.csv,True,IOB
2026-03-20,BAJAJCON,gainer_loser,gainer_loser,6.48,       344.00,366.3,,{},BAJAJ CONSUMER CARE LTD,N,       345.25,       368.95,       345.25,       366.30,                306215092.15,844741,15620,N, ,       408.70,       151.00,pd20032026.csv,True,BAJAJCON
2026-03-20,IGPL,gainer_loser,gainer_loser,6.24,       362.25,384.85,,{},I G PETROCHEMICALS LTD,N,       368.00,       390.00,       368.00,       384.85,                 35024959.55,91584,2213,N, ,       519.80,       315.00,pd20032026.csv,True,IGPL
2026-03-20,KSCL,gainer_loser,gainer_loser,6.22,       766.35,814.0,,{},KAVERI SEED CO. LTD.,N,       762.80,       830.00,       762.80,       814.00,                445021039.30,547588,25416,N, ,      1602.00,       705.10,pd20032026.csv,True,KSCL
2026-03-20,SHRIPISTON,gainer_loser,gainer_loser,6.18,      2943.00,3125.0,,{},SHRIRAM PIST. & RING LTD,N,      3001.90,      3249.80,      2908.90,      3125.00,               2906032905.30,932879,29254,N, ,      3407.20,      1662.55,pd20032026.csv,True,SHRIPISTON
2026-03-20,MAPMYINDIA,gainer_loser,gainer_loser,6.05,       863.50,915.7,,{},C.E. INFO SYSTEMS LIMITED,N,       876.60,       944.70,       868.10,       915.70,                766035837.10,833767,40457,N, ,      2166.70,       853.00,pd20032026.csv,True,MAPMYINDIA
2026-03-20,MAITHANALL,gainer_loser,gainer_loser,5.97,       882.60,935.3,,{},MAITHAN ALLOYS LTD,N,       895.00,       939.30,       895.00,       935.30,                 72188303.10,78144,5306,N, ,      1264.00,       835.25,pd20032026.csv,True,MAITHANALL
2026-03-20,ESCORTS,gainer_loser,gainer_loser,5.96,      2887.20,3059.4,,{},ESCORTS KUBOTA LIMITED,N,      2930.50,      3115.00,      2930.50,      3059.40,               2538311036.40,830222,70320,N, ,      4180.00,      2776.40,pd20032026.csv,True,ESCORTS
2026-03-20,JAYNECOIND,gainer_loser,gainer_loser,5.83,        70.15,74.24,,{},JAYASWAL NECO INDUSTR LTD,N,        71.45,        77.16,        71.10,        74.24,                505566195.96,6742536,20134,N, ,        94.30,        28.80,pd20032026.csv,True,JAYNECOIND
2026-03-20,UNIVCABLES,gainer_loser,gainer_loser,5.77,       639.05,675.95,,{},UNIVERSAL CABLES LTD,N,       641.05,       700.00,       641.05,       675.95,                113763481.95,167308,9044,N, ,      1008.00,       407.25,pd20032026.csv,True,UNIVCABLES
2026-03-20,MAGADSUGAR,gainer_loser,gainer_loser,5.75,       434.45,459.45,,{},MAGADH SUGAR & ENERGY LTD,N,       440.95,       468.90,       436.25,       459.45,                 21786832.85,47740,2105,N, ,       821.00,       417.00,pd20032026.csv,True,MAGADSUGAR
2026-03-20,SCHAEFFLER,gainer_loser,gainer_loser,5.75,      3959.00,4186.5,,{},SCHAEFFLER INDIA LIMITED,N,      3966.00,      4240.00,      3966.00,      4186.50,                885363715.20,213502,35870,N, ,      4467.70,      2823.00,pd20032026.csv,True,SCHAEFFLER
2026-03-20,BAYERCROP,gainer_loser,gainer_loser,5.58,      4468.00,4717.5,,{},BAYER CROPSCIENCE LTD,N,      4515.00,      4782.00,      4450.20,      4717.50,                529792353.80,115147,11140,N, ,      6511.00,      4273.00,pd20032026.csv,True,BAYERCROP
2026-03-20,SARVESHWAR,gainer_loser,gainer_loser,5.57,         3.05,3.22,,{},SARVESHWAR FOODS LIMITED,N,         3.06,         3.31,         3.05,         3.22,                 22234374.78,6978631,3435,N, ,         9.45,         3.00,pd20032026.csv,True,SARVESHWAR
2026-03-20,ABFRL,gainer_loser,gainer_loser,5.51,        56.85,59.98,,{},ADITYA BIRLA FASHION & RT,N,        57.60,        63.62,        57.11,        59.98,               2007268640.13,32781127,106130,N, ,        98.00,        56.52,pd20032026.csv,True,ABFRL
2026-03-20,SUDARSCHEM,gainer_loser,gainer_loser,5.51,       770.15,812.55,,{},SUDARSHAN CHEMICAL INDS L,N,       778.60,       836.45,       773.80,       812.55,                189791588.00,233884,15476,N, ,      1603.00,       766.00,pd20032026.csv,True,SUDARSCHEM
2026-03-20,DWARKESH,gainer_loser,gainer_loser,5.39,        37.65,39.68,,{},DWARIKESH SUGAR IND LTD,N,        38.51,        40.50,        38.02,        39.68,                 73565161.03,1859165,7867,N, ,        52.60,        32.13,pd20032026.csv,True,DWARKESH
2026-03-20,MAWANASUG,gainer_loser,gainer_loser,5.37,        78.39,82.6,,{},MAWANA SUGARS LIMITED,N,        79.90,        84.44,        79.32,        82.60,                 15134247.06,184347,2283,N, ,       111.50,        75.08,pd20032026.csv,True,MAWANASUG
2026-03-20,MARKSANS,gainer_loser,gainer_loser,5.35,       161.41,170.05,,{},MARKSANS PHARMA LIMITED,N,       162.33,       171.80,       162.25,       170.05,                193224747.74,1145396,19292,N, ,       270.70,       156.00,pd20032026.csv,True,MARKSANS
2026-03-20,MBLINFRA,gainer_loser,gainer_loser,5.34,        20.96,22.08,,{},MBL INFRASTRUCTURE LTD,N,        21.19,        22.42,        21.19,        22.08,                  4175051.32,190196,1262,N, ,        57.00,        20.75,pd20032026.csv,True,MBLINFRA
2026-03-20,TEGA,gainer_loser,gainer_loser,5.25,      1638.90,1725.0,,{},TEGA INDUSTRIES LIMITED,N,      1641.00,      1778.00,      1632.50,      1725.00,               2144141958.80,1246070,29693,N, ,      2125.00,      1200.05,pd20032026.csv,True,TEGA
2026-03-20,RACLGEAR,gainer_loser,gainer_loser,5.22,      1188.20,1250.2,,{},RACL GEARTECH LIMITED,N,      1188.20,      1263.90,      1188.20,      1250.20,                 34806279.50,28121,3344,N, ,      1691.90,       658.05,pd20032026.csv,True,RACLGEAR
2026-03-20,DHAMPURSUG,gainer_loser,gainer_loser,5.22,       120.38,126.66,,{},DHAMPUR SUGAR MILLS LTD.,N,       123.50,       128.75,       122.23,       126.66,                 92266860.68,731325,9012,N, ,       161.96,       110.00,pd20032026.csv,True,DHAMPURSUG
2026-03-20,DAVANGERE,gainer_loser,gainer_loser,5.19,         3.85,4.05,,{},DAVANGERE SUGAR COMPANY L,N,         3.90,         4.20,         3.88,         4.05,                 29783008.10,7279407,2717,N, ,         5.50,         3.03,pd20032026.csv,True,DAVANGERE
2026-03-20,SMSPHARMA,gainer_loser,gainer_loser,5.18,       366.10,385.05,,{},SMS PHARMACEUTICALS LTD.,N,       367.25,       394.25,       367.25,       385.05,                189532017.05,491633,15753,N, ,       433.90,       188.00,pd20032026.csv,True,SMSPHARMA
2026-03-20,APEX,gainer_loser,gainer_loser,5.14,       357.85,376.25,,{},APEX FROZEN FOODS LIMITED,N,       364.00,       392.00,       360.10,       376.25,                476031310.50,1253436,23888,N, ,       487.95,       186.55,pd20032026.csv,True,APEX
2026-03-20,LLOYDSME,gainer_loser,gainer_loser,5.1,      1185.40,1245.8,,{},LLOYDS METALS N ENERGY L,N,      1201.00,      1275.00,      1201.00,      1245.80,               1835385716.60,1463549,55750,N, ,      1612.00,      1015.00,pd20032026.csv,True,LLOYDSME
2026-03-20,ROSSTECH,gainer_loser,gainer_loser,5.07,       685.35,720.1,,{},ROSSELL TECHSYS LIMITED,N,       702.40,       730.00,       691.05,       720.10,                 42678220.00,59459,2713,N, ,       840.00,       231.15,pd20032026.csv,True,ROSSTECH
2026-03-20,OLAELEC,gainer_loser,gainer_loser,5.03,        23.48,24.66,,{},OLA ELECTRIC MOBILITY LTD,N,        24.00,        25.35,        23.46,        24.66,               1237103576.45,51124656,63265,N, ,        71.25,        22.25,pd20032026.csv,True,OLAELEC
2026-03-20,SHAHALLOYS,gainer_loser,gainer_loser,5.0,        58.15,61.06,,{},SHAH ALLOYS LIMITED,N,        62.59,        62.59,        58.58,        61.06,                  4813128.26,79488,46,N, ,        83.85,        43.60,pd20032026.csv,True,SHAHALLOYS
2026-03-20,RMDRIP,gainer_loser,gainer_loser,5.0,        40.81,42.85,,{},R M DRIP & SPRINK SYS LTD,N,        42.85,        42.85,        42.85,        42.85,                  4413507.15,102999,330,N, ,       807.45,        36.05,pd20032026.csv,True,RMDRIP
2026-03-20,IFBAGRO,gainer_loser,gainer_loser,4.99,       726.95,763.25,,{},IFB AGRO INDUSTRIES LTD,N,       744.95,       763.25,       744.15,       763.25,                 11195344.25,14704,856,N, ,      1790.00,       440.00,pd20032026.csv,True,IFBAGRO
2026-03-20,TRIVENI,gainer_loser,gainer_loser,4.97,       342.75,359.8,,{},TRIVENI ENGG. & INDS. LTD,N,       348.80,       362.80,       345.35,       359.80,                241479591.55,677475,20199,N, ,       468.10,       313.10,pd20032026.csv,True,TRIVENI
2026-03-20,HERANBA,gainer_loser,gainer_loser,4.96,       170.92,179.39,,{},HERANBA INDUSTRIES LTD,N,       170.21,       186.70,       170.21,       179.39,                 21405299.06,118482,2819,N, ,       403.70,       167.00,pd20032026.csv,True,HERANBA
2026-03-20,SILVERTUC,gainer_loser,gainer_loser,4.95,       117.20,123.0,,{},SILVER TOUCH TECHNO LTD,N,       117.40,       123.00,       117.40,       123.00,                 21205097.60,173563,1459,N, ,      1690.20,       100.50,pd20032026.csv,True,SILVERTUC
2026-03-20,CELLO,gainer_loser,gainer_loser,4.94,       403.50,423.45,,{},CELLO WORLD LIMITED,N,       403.45,       429.00,       403.45,       423.45,                203301055.10,486036,17345,N, ,       673.80,       384.30,pd20032026.csv,True,CELLO
2026-03-20,PRUDMOULI,gainer_loser,gainer_loser,4.94,        11.53,12.1,,{},PRUDENTIAL SUGAR CORPORAT,N,        11.90,        12.10,        11.40,        12.10,                   311338.62,26084,134,N, ,        52.00,        11.40,pd20032026.csv,True,PRUDMOULI
2026-03-20,TATAELXSI,gainer_loser,gainer_loser,4.91,      4039.30,4237.7,,{},TATA ELXSI LIMITED,N,      4107.90,      4280.00,      4105.00,      4237.70,               3490703355.30,826879,62643,N, ,      6735.00,      4021.60,pd20032026.csv,True,TATAELXSI
2026-03-20,VENKEYS,gainer_loser,gainer_loser,4.88,      1244.50,1305.2,,{},VENKY S (INDIA) LIMITED,N,      1259.90,      1318.70,      1215.00,      1305.20,                111450760.70,86353,5590,N, ,      1768.00,      1185.50,pd20032026.csv,True,VENKEYS
2026-03-20,ALMONDZ,gainer_loser,gainer_loser,4.84,        13.65,14.31,,{},ALMONDZ GLOBAL SEC LTD,N,        13.70,        15.60,        13.70,        14.31,                  9138649.80,645048,644,N, ,        27.93,        12.51,pd20032026.csv,True,ALMONDZ
2026-03-20,SOFTTECH,gainer_loser,gainer_loser,4.83,       253.50,265.75,,{},SOFTTECH ENGINEERS LTD,N,       269.55,       269.55,       253.05,       265.75,                    58494.50,226,58,N, ,       421.00,       248.00,pd20032026.csv,True,SOFTTECH
2026-03-20,INOXWIND,gainer_loser,gainer_loser,4.83,        78.07,81.84,,{},INOX WIND LIMITED,N,        79.43,        84.40,        79.00,        81.84,               2412657796.58,29339790,68864,N, ,       201.00,        77.18,pd20032026.csv,True,INOXWIND
2026-03-20,BALAMINES,gainer_loser,gainer_loser,4.78,      1018.40,1067.1,,{},BALAJI AMINES LIMITED,N,      1022.80,      1079.00,      1021.30,      1067.10,                149755635.90,141807,7579,N, ,      1945.00,       976.50,pd20032026.csv,True,BALAMINES
2026-03-20,DOMS,gainer_loser,gainer_loser,4.77,      2175.00,2278.8,,{},DOMS INDUSTRIES LIMITED,N,      2169.70,      2295.50,      2169.70,      2278.80,                529566665.00,233219,21675,N, ,      3064.60,      2023.90,pd20032026.csv,True,DOMS
2026-03-20,BAJAJELEC,gainer_loser,gainer_loser,4.77,       337.55,353.65,,{},BAJAJ ELECT.LTD,N,       340.00,       360.70,       338.25,       353.65,                109525910.00,314106,7535,N, ,       711.00,       335.05,pd20032026.csv,True,BAJAJELEC
2026-03-20,GPIL,gainer_loser,gainer_loser,4.77,       250.70,262.65,,{},GODAWARI POW & ISP LTD,N,       253.20,       267.90,       252.55,       262.65,                944299976.00,3581253,45266,N, ,       290.00,       168.00,pd20032026.csv,True,GPIL
2026-03-20,QPOWER,gainer_loser,gainer_loser,4.76,       796.60,834.55,,{},QUALITY POWER ELEC EQUP L,N,       807.00,       854.80,       804.00,       834.55,               1075871494.55,1282618,48722,N, ,      1082.00,       267.80,pd20032026.csv,True,QPOWER
2026-03-20,MANCREDIT,gainer_loser,gainer_loser,4.7,       162.74,170.39,,{},MANGAL CREDIT N FINCORP L,N,       165.02,       173.00,       163.20,       170.39,                 18016524.66,106371,1303,N, ,       215.75,       145.00,pd20032026.csv,True,MANCREDIT
2026-03-20,SEPC,gainer_loser,gainer_loser,4.67,         4.93,5.16,,{},SEPC LIMITED,N,         5.01,         5.25,         4.99,         5.16,                139117203.18,27092324,10516,N, ,        16.89,         4.78,pd20032026.csv,True,SEPC
2026-03-20,ACI,gainer_loser,gainer_loser,4.66,       574.50,601.25,,{},ARCHEAN CHEMICAL IND LTD,N,       580.00,       604.70,       571.30,       601.25,                140410340.00,237171,11003,N, ,       727.60,       480.00,pd20032026.csv,True,ACI
2026-03-20,THOMASCOOK,gainer_loser,gainer_loser,4.63,        98.77,103.34,,{},THOMAS COOK (INDIA) LTD,N,       101.00,       106.20,        99.50,       103.34,                302323584.46,2930280,23420,N, ,       188.29,        86.35,pd20032026.csv,True,THOMASCOOK
2026-03-20,SHAILY,gainer_loser,gainer_loser,4.57,      2294.20,2399.0,,{},SHAILY ENG PLASTICS LTD,N,      2333.20,      2505.10,      2325.00,      2399.00,               4538350728.20,1878101,90747,N, ,      2799.90,      1372.65,pd20032026.csv,True,SHAILY
2026-03-20,SDBL,gainer_loser,gainer_loser,4.55,        71.41,74.66,,{},SOM DIST & BREW LTD,N,        71.47,        77.50,        71.47,        74.66,                120603714.23,1607068,8900,N, ,       173.03,        70.50,pd20032026.csv,True,SDBL
2026-03-20,MAHABANK,gainer_loser,gainer_loser,4.55,        62.64,65.49,,{},BANK OF MAHARASHTRA,N,        63.06,        66.33,        63.06,        65.49,               2152560715.32,32971130,79553,N, ,        77.00,        42.00,pd20032026.csv,True,MAHABANK
2026-03-20,DGCONTENT,gainer_loser,gainer_loser,4.54,        22.93,23.97,,{},DIGICONTENT LIMITED,N,        23.49,        24.37,        23.00,        23.97,                   312406.12,13183,136,N, ,        59.28,        22.31,pd20032026.csv,True,DGCONTENT
2026-03-20,SAMBHV,gainer_loser,gainer_loser,4.5,        90.41,94.48,,{},SAMBHV STEEL TUBES LTD,N,        92.00,        95.90,        91.08,        94.48,                118725436.50,1261842,9184,N, ,       149.40,        81.42,pd20032026.csv,True,SAMBHV
2026-03-20,LAURUSLABS,gainer_loser,gainer_loser,4.48,       944.90,987.2,,{},LAURUS LABS LIMITED,N,       960.80,       990.90,       953.00,       987.20,               1729913184.90,1763554,45895,N, ,      1141.00,       517.65,pd20032026.csv,True,LAURUSLABS
2026-03-20,IDEA,gainer_loser,gainer_loser,4.47,         8.94,9.34,,{},VODAFONE IDEA LIMITED,N,         9.05,         9.45,         9.05,         9.34,               5699994337.05,612165493,130212,N, ,        12.80,         6.12,pd20032026.csv,True,IDEA
2026-03-20,SAGILITY,gainer_loser,gainer_loser,4.47,        37.39,39.06,,{},SAGILITY LIMITED,N,        37.70,        39.76,        37.51,        39.06,               4337306375.09,111655168,79605,N, ,        57.89,        37.11,pd20032026.csv,True,SAGILITY
2026-03-20,ORISSAMINE,gainer_loser,gainer_loser,4.45,      3450.30,3604.0,,{},ORISSA MIN DEV CO LTD,N,      3502.10,      3785.90,      3480.30,      3604.00,                143985175.00,39160,7948,N, ,      6138.90,      3423.00,pd20032026.csv,True,ORISSAMINE
2026-03-20,RENUKA,gainer_loser,gainer_loser,4.45,        23.81,24.87,,{},SHREE RENUKA SUGARS LTD,N,        24.22,        25.59,        23.92,        24.87,                243671582.77,9757227,26431,N, ,        35.85,        22.85,pd20032026.csv,True,RENUKA
2026-03-20,LYKALABS,gainer_loser,gainer_loser,4.43,        52.62,54.95,,{},LYKA LABS LTD,N,        53.50,        56.38,        52.74,        54.95,                 11684112.81,215202,3048,N, ,       128.78,        50.47,pd20032026.csv,True,LYKALABS
2026-03-20,HONASA,gainer_loser,gainer_loser,4.42,       276.95,289.2,,{},HONASA CONSUMER LIMITED,N,       279.90,       292.05,       277.75,       289.20,                209934791.10,732806,31114,N, ,       334.20,       205.01,pd20032026.csv,True,HONASA
2026-03-20,GOKUL,gainer_loser,gainer_loser,4.4,        41.11,42.92,,{},GOKUL REFOILS & SOLV LTD,N,        41.24,        44.39,        41.24,        42.92,                  5561078.20,128442,1388,N, ,        53.55,        31.00,pd20032026.csv,True,GOKUL
2026-03-20,IVALUE,gainer_loser,gainer_loser,4.4,       225.46,235.38,,{},IVALUE INFOSOLUTIONS LTD,N,       228.79,       239.89,       225.55,       235.38,                 37597341.18,160771,3762,N, ,       340.00,       213.98,pd20032026.csv,True,IVALUE
2026-03-20,VERANDA,gainer_loser,gainer_loser,4.4,       131.74,137.53,,{},VERANDA LEARNING SOL LTD,N,       132.34,       140.15,       131.68,       137.53,                 74195279.75,545238,9499,N, ,       272.50,       130.02,pd20032026.csv,True,VERANDA
2026-03-20,ASTRON,gainer_loser,gainer_loser,4.39,         3.87,4.04,,{},ASTRON PAPER BORD MIL LTD,N,         3.98,         4.06,         3.86,         4.04,                   511904.81,127352,152,N, ,        20.93,         3.76,pd20032026.csv,True,ASTRON
2026-03-20,MGEL,gainer_loser,gainer_loser,4.38,        10.05,10.49,,{},MANGALAM GLOBAL ENT LTD,N,        10.19,        10.74,        10.10,        10.49,                  2795887.11,266953,559,N, ,        18.40,         9.53,pd20032026.csv,True,MGEL
2026-03-20,CHENNPETRO,gainer_loser,gainer_loser,4.36,      1020.30,1064.75,,{},CHENNAI PETROLEUM CORP LT,N,      1017.20,      1091.00,      1008.95,      1064.75,               4870531720.80,4575897,117769,N, ,      1103.00,       527.00,pd20032026.csv,True,CHENNPETRO
2026-03-20,TREL,gainer_loser,gainer_loser,4.35,        24.16,25.21,,{},TRANSINDIA REAL ESTATE L,N,        24.84,        25.34,        24.16,        25.21,                  3816948.21,153006,754,N, ,        37.95,        21.47,pd20032026.csv,True,TREL
2026-03-20,KANORICHEM,gainer_loser,gainer_loser,4.32,        60.37,62.98,,{},KANORIA CHEMICALS & INDUS,N,        61.21,        65.00,        61.21,        62.98,                  1373660.82,21617,432,N, ,       101.75,        58.15,pd20032026.csv,True,KANORICHEM
2026-03-20,DCI,gainer_loser,gainer_loser,4.32,       270.80,282.5,,{},DC INFOTECH AND COMUN LTD,N,       272.00,       291.85,       272.00,       282.50,                 12527621.45,44057,1614,N, ,       339.00,       201.35,pd20032026.csv,True,DCI
2026-03-20,NITIRAJ,gainer_loser,gainer_loser,4.32,       208.94,217.96,,{},NITIRAJ ENGINEERS LTD,N,       207.00,       219.84,       206.94,       217.96,                   657542.61,3088,178,N, ,       359.00,       169.99,pd20032026.csv,True,NITIRAJ
2026-03-20,OAL,gainer_loser,gainer_loser,4.29,       242.25,252.65,,{},ORIENTAL AROMATICS LTD,N,       241.15,       255.55,       241.15,       252.65,                  3835927.45,15356,529,N, ,       432.00,       239.00,pd20032026.csv,True,OAL
2026-03-20,PWL,gainer_loser,gainer_loser,4.29,        86.25,89.95,,{},PHYSICSWALLAH LIMITED,N,        86.93,        95.19,        86.49,        89.95,               2334927679.94,25398502,109623,N, ,       161.99,        77.72,pd20032026.csv,True,PWL
2026-03-20,LOTUSEYE,gainer_loser,gainer_loser,4.18,       104.70,109.08,,{},LOTUS EYE HOSP & INST L,N,       105.55,       109.93,       104.84,       109.08,                   820904.81,7571,183,N, ,       147.00,        55.30,pd20032026.csv,True,LOTUSEYE
2026-03-20,FORCEMOT,gainer_loser,gainer_loser,4.17,     20720.00,21585.0,,{},FORCE MOTORS LIMITED,N,     21290.00,     21825.00,     21040.00,     21585.00,               1898012915.00,88440,21753,N, ,     26450.00,      7000.00,pd20032026.csv,True,FORCEMOT
2026-03-20,TRU,gainer_loser,gainer_loser,4.17,         5.99,6.24,,{},TRUCAP FINANCE LIMITED,N,         6.00,         6.40,         5.99,         6.24,                   670969.24,107731,334,N, ,        20.84,         5.85,pd20032026.csv,True,TRU
2026-03-20,IDBI,gainer_loser,gainer_loser,4.15,        70.16,73.07,,{},IDBI BANK LIMITED,N,        70.90,        74.70,        70.76,        73.07,               2372034542.86,32507084,73493,N, ,       118.38,        69.90,pd20032026.csv,True,IDBI
2026-03-20,HEXT,gainer_loser,gainer_loser,4.12,       422.05,439.45,,{},HEXAWARE TECHNOLOGIES LTD,N,       427.05,       444.35,       425.00,       439.45,                969018544.90,2222981,63318,N, ,       900.00,       400.20,pd20032026.csv,True,HEXT
2026-03-20,BHEL,gainer_loser,gainer_loser,4.09,       251.75,262.05,,{},BHEL,N,       254.05,       266.20,       253.25,       262.05,               5011168191.65,19056140,105317,N, ,       305.90,       192.98,pd20032026.csv,True,BHEL
2026-03-20,LINC,gainer_loser,gainer_loser,4.09,        98.83,102.87,,{},LINC LIMITED,N,        98.83,       104.00,        98.83,       102.87,                  2217283.70,21823,390,N, ,       160.74,        95.11,pd20032026.csv,True,LINC
2026-03-20,ETHOSLTD,gainer_loser,gainer_loser,4.08,      2149.30,2237.0,,{},ETHOS LIMITED,N,      2157.00,      2255.00,      2149.30,      2237.00,                 60638495.70,27431,4563,N, ,      3245.90,      1919.40,pd20032026.csv,True,ETHOSLTD
2026-03-20,VIPIND,gainer_loser,gainer_loser,4.05,       323.55,336.65,,{},VIP INDUSTRIES LTD,N,       323.55,       349.75,       322.00,       336.65,                136332512.55,409941,12939,N, ,       492.30,       248.35,pd20032026.csv,True,VIPIND
2026-03-20,VERTOZ,gainer_loser,gainer_loser,4.04,        36.16,37.62,,{},VERTOZ LIMITED,N,        39.00,        39.00,        36.34,        37.62,                  4796673.57,128791,2015,N, ,       111.33,         7.83,pd20032026.csv,True,VERTOZ
2026-03-20,ANANTRAJ,gainer_loser,gainer_loser,4.03,       447.80,465.85,,{},ANANT RAJ LIMITED,N,       454.80,       470.00,       453.50,       465.85,               1036244530.80,2239014,38377,N, ,       743.65,       376.15,pd20032026.csv,True,ANANTRAJ
2026-03-20,HINDCOPPER,gainer_loser,gainer_loser,4.03,       470.50,489.45,,{},HINDUSTAN COPPER LTD,N,       472.00,       493.00,       472.00,       489.45,               8273030215.85,17030835,123032,N, ,       760.05,       183.82,pd20032026.csv,True,HINDCOPPER
2026-03-20,PREMIERPOL,gainer_loser,gainer_loser,4.02,        57.64,59.96,,{},PREMIER POLYFILM LTD,N,        57.11,        63.19,        57.11,        59.96,                 19708068.64,323119,2949,N, ,        70.59,        38.00,pd20032026.csv,True,PREMIERPOL
2026-03-20,ELECTCAST,gainer_loser,gainer_loser,4.02,        71.94,74.83,,{},ELECTROSTEEL CASTINGS LTD,N,        74.30,        77.89,        73.32,        74.83,                652965986.07,8625900,39029,N, ,       138.75,        60.15,pd20032026.csv,True,ELECTCAST
2026-03-20,XPROINDIA,gainer_loser,gainer_loser,4.0,       966.35,1005.0,,{},XPRO INDIA LIMITED,N,       964.95,      1017.05,       964.90,      1005.00,                 64804170.75,64885,4417,N, ,      1331.50,       788.05,pd20032026.csv,True,XPROINDIA
2026-03-20,DPABHUSHAN,gainer_loser,gainer_loser,4.0,       986.10,1025.5,,{},D. P. ABHUSHAN LIMITED,N,       993.90,      1065.00,       987.80,      1025.50,                 21382589.90,20658,2286,N, ,      1729.60,       949.60,pd20032026.csv,True,DPABHUSHAN
2026-03-20,VINCOFE,gainer_loser,gainer_loser,3.99,       126.78,131.84,,{},VINTAGE COFFEE N BVRGS L,N,       126.95,       132.50,       126.95,       131.84,                372623318.73,2863602,12020,N, ,       179.85,        82.81,pd20032026.csv,True,VINCOFE
2026-03-20,EIMCOELECO,gainer_loser,gainer_loser,3.98,      1505.70,1565.7,,{},EIMCO ELECON (INDIA) LTD,N,      1520.80,      1577.90,      1520.00,      1565.70,                 61675754.90,39691,1886,N, ,      3019.90,      1301.00,pd20032026.csv,True,EIMCOELECO
2026-03-20,TARIL,gainer_loser,gainer_loser,3.96,       274.30,285.15,,{},TRANS & RECTI. LTD,N,       280.00,       289.25,       278.00,       285.15,               1176703724.35,4133994,45121,N, ,       594.00,       224.05,pd20032026.csv,True,TARIL
2026-03-20,GLENMARK,gainer_loser,gainer_loser,3.94,      2097.50,2180.1,,{},GLENMARK PHARMACEUTICALS,N,      2114.10,      2190.90,      2110.10,      2180.10,               1293387299.80,596886,33118,N, ,      2297.90,      1336.00,pd20032026.csv,True,GLENMARK
2026-03-20,JAIBALAJI,gainer_loser,gainer_loser,3.94,        62.23,64.68,,{},JAI BALAJI INDUSTRIES LTD,N,        63.01,        67.40,        62.41,        64.68,                306312827.20,4676522,29503,N, ,       149.45,        58.28,pd20032026.csv,True,JAIBALAJI
2026-03-20,RUCHIRA,gainer_loser,gainer_loser,3.91,        99.06,102.93,,{},RUCHIRA PAPERS LIMITED,N,       101.89,       103.60,        99.94,       102.93,                  7517371.79,73403,858,N, ,       173.00,        96.80,pd20032026.csv,True,RUCHIRA
2026-03-20,NAHARSPING,gainer_loser,gainer_loser,3.9,       202.63,210.54,,{},NAHAR SPINNING MILLS LTD.,N,       202.64,       214.90,       202.64,       210.54,                 13954196.84,66393,1565,N, ,       309.00,       149.20,pd20032026.csv,True,NAHARSPING
2026-03-20,BANG,gainer_loser,gainer_loser,3.88,        33.49,34.79,,{},BANG OVERSEAS LTD.,N,        34.01,        35.90,        34.01,        34.79,                   941278.20,27168,147,N, ,        64.01,        32.00,pd20032026.csv,True,BANG
2026-03-20,GHCLTEXTIL,gainer_loser,gainer_loser,3.84,        72.89,75.69,,{},GHCL TEXTILES LIMITED,N,        72.20,        76.49,        72.20,        75.69,                 14914118.26,198209,1670,N, ,        99.00,        65.00,pd20032026.csv,True,GHCLTEXTIL
2026-03-20,SUKHJITS,gainer_loser,gainer_loser,3.83,       156.58,162.58,,{},SUKHJIT STARCH & CHEM LTD,N,       160.00,       164.00,       158.95,       162.58,                  2387852.16,14775,1424,N, ,       235.00,       143.61,pd20032026.csv,True,SUKHJITS
2026-03-20,VALIANTORG,gainer_loser,gainer_loser,3.81,       259.42,269.3,,{},VALIANT ORGANICS LIMITED,N,       257.40,       274.00,       246.21,       269.30,                112939756.42,432977,10543,N, ,       507.80,       195.00,pd20032026.csv,True,VALIANTORG
2026-03-20,AARTIIND,gainer_loser,gainer_loser,3.76,       411.85,427.35,,{},AARTI INDUSTRIES LTD,N,       415.20,       430.00,       413.00,       427.35,                502322339.35,1189269,30272,N, ,       495.00,       338.05,pd20032026.csv,True,AARTIIND
2026-03-20,RPOWER,gainer_loser,gainer_loser,3.76,        21.80,22.62,,{},RELIANCE POWER LTD.,N,        22.00,        23.49,        21.97,        22.62,               1682485601.73,73413252,83580,N, ,        76.49,        21.13,pd20032026.csv,True,RPOWER
