model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-02-04,76,0,76,0.0,25714.8
Logistic,2026-02-04,76,0,76,0.0,25714.8
RF,2026-02-04,76,0,76,0.0,25714.8
XGB,2026-02-04,76,0,76,0.0,25714.8
