model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-30,74,34,40,45.95,50.6862
Logistic,2025-09-30,74,40,34,54.05,52.0077
RF,2025-09-30,74,34,40,45.95,50.6862
XGB,2025-09-30,74,34,40,45.95,50.6862
