model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-12-08,76,76,0,100.0,26211.25
Logistic,2025-12-08,76,76,0,100.0,26211.25
RF,2025-12-08,76,76,0,100.0,26211.25
XGB,2025-12-08,76,76,0,100.0,26211.25
