model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-13,74,38,36,51.35,102.6346
Logistic,2026-01-13,74,38,36,51.35,102.6346
RF,2026-01-13,74,38,36,51.35,102.6346
XGB,2026-01-13,74,38,36,51.35,102.6346
