model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-03-12,76,76,0,100.0,23872.3
Logistic,2026-03-12,76,0,76,0.0,23848.2
RF,2026-03-12,76,76,0,100.0,23872.3
XGB,2026-03-12,76,76,0,100.0,23872.3
