model,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macro_f1
Logistic,0.5102803738317757,0.4523809523809524,0.14960629921259844,0.22485207100591717,0.5210643015521065,0.8362989323843416,0.6420765027322405,0.43346428686907884
RF,0.49906542056074765,0.4639175257731959,0.3543307086614173,0.4017857142857143,0.5190615835777126,0.6298932384341637,0.5691318327974276,0.48545877354157096
XGB,0.4672897196261682,0.4456140350877193,0.5,0.4712430426716141,0.492,0.4377224199288256,0.4632768361581921,0.46725993941490307
LGBM,0.491588785046729,0.46616541353383456,0.4881889763779528,0.47692307692307695,0.516728624535316,0.49466192170818507,0.5054545454545455,0.4911888111888112
