Datetime,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-07-15 05:15:00+00:00,25167.44921875,25191.400390625,1,1,Success,0.09516726016538911,25151.699609375,25127.36748046875,66.16151394477814,19.196568080357142
2025-07-15 05:20:00+00:00,25191.400390625,25189.951171875,1,0,Fail,0.005752831234183106,25163.98984375,25132.58251953125,82.74427080818737,19.343052455357142
2025-07-15 05:25:00+00:00,25192.849609375,25172.25,1,0,Fail,0.08176768287194586,25173.78984375,25135.2275390625,82.32511961489746,18.582449776785715
2025-07-15 05:30:00+00:00,25213.44921875,25195.1484375,1,0,Fail,0.07258341011268943,25185.099609375,25138.5125,89.27995083555052,18.793247767857142
2025-07-15 05:35:00+00:00,25231.75,25221.400390625,0,0,Success,-0.041018198797150414,25199.3796875,25142.72998046875,90.28499593328786,19.132393973214285
2025-07-15 05:40:00+00:00,25221.400390625,25205.849609375,0,0,Success,-0.06165708885768434,25210.169921875,25146.8025390625,83.16141650197576,19.250139508928573
2025-07-15 05:45:00+00:00,25205.849609375,25194.298828125,1,0,Fail,0.045825796110851316,25213.059765625,25150.90751953125,75.0149564749836,19.960797991071427
2025-07-15 05:50:00+00:00,25217.400390625,25211.849609375,0,0,Success,-0.022011710818786848,25217.969921875,25156.69501953125,75.86324121530458,20.171316964285715
2025-07-15 05:55:00+00:00,25211.849609375,25224.19921875,1,1,Success,0.048983353329252806,25217.65,25161.97001953125,80.46153839221775,18.546316964285715
2025-07-15 06:00:00+00:00,25224.19921875,25219.0,0,0,Success,-0.02061202698611437,25216.13984375,25168.2599609375,81.98164925728494,18.853515625
2025-07-15 06:05:00+00:00,25219.0,25214.75,1,0,Fail,0.016852373210674492,25215.659765625,25174.132421875,77.42529226757802,19.1357421875
2025-07-15 06:10:00+00:00,25223.25,25217.05078125,0,0,Success,-0.024577398828461834,25219.13984375,25179.3548828125,75.9986185558551,18.6572265625
2025-07-15 06:15:00+00:00,25217.05078125,25203.099609375,0,0,Success,-0.0553243596803688,25219.069921875,25184.0798828125,70.62068958738412,17.771484375
2025-07-15 06:20:00+00:00,25203.099609375,25204.650390625,1,1,Success,0.006153137011064874,25217.319921875,25187.82236328125,63.671113719033315,18.007254464285715
