model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-02-05,74,39,35,52.7,33.3881
Logistic,2026-02-05,74,39,35,52.7,33.3881
RF,2026-02-05,74,39,35,52.7,33.3881
XGB,2026-02-05,74,39,35,52.7,33.3881
