model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-03-18,76,76,0,100.0,23560.4
Logistic,2026-03-18,76,76,0,100.0,23560.4
RF,2026-03-18,76,76,0,100.0,23560.4
XGB,2026-03-18,76,76,0,100.0,23560.4
