model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-23,74,37,37,50.0,38.017
Logistic,2025-09-23,74,37,37,50.0,69.9635
RF,2025-09-23,74,37,37,50.0,38.017
XGB,2025-09-23,74,37,37,50.0,38.017
