Datetime,close_price_pred,Prediction,predicted_price,close_price_act,true_direction,was_correct,error_mag
2025-11-14 09:15:00,25876.150390625,1,25884.099609375,25810.69921875,0,False,73.400390625
2025-11-14 09:20:00,25876.150390625,1,25884.099609375,25788.69921875,1,True,95.400390625
2025-11-14 09:25:00,25876.150390625,1,25884.099609375,25823.19921875,1,True,60.900390625
2025-11-14 09:30:00,25876.150390625,1,25884.099609375,25877.099609375,0,False,7.0
2025-11-14 09:35:00,25876.150390625,1,25884.099609375,25840.400390625,1,True,43.69921875
2025-11-14 09:40:00,25876.150390625,1,25884.099609375,25856.19921875,0,False,27.900390625
2025-11-14 09:45:00,25876.150390625,1,25884.099609375,25854.69921875,0,False,29.400390625
2025-11-14 09:50:00,25876.150390625,1,25884.099609375,25792.349609375,1,True,91.75
2025-11-14 09:55:00,25876.150390625,1,25884.099609375,25810.69921875,0,False,73.400390625
2025-11-14 10:00:00,25876.150390625,1,25884.099609375,25774.650390625,1,True,109.44921875
2025-11-14 10:05:00,25876.150390625,1,25884.099609375,25789.599609375,0,False,94.5
2025-11-14 10:10:00,25876.150390625,1,25884.099609375,25780.05078125,1,True,104.048828125
2025-11-14 10:15:00,25876.150390625,1,25884.099609375,25798.650390625,0,False,85.44921875
2025-11-14 10:20:00,25876.150390625,1,25884.099609375,25786.349609375,0,False,97.75
2025-11-14 10:25:00,25876.150390625,1,25884.099609375,25783.349609375,0,False,100.75
2025-11-14 10:30:00,25876.150390625,1,25884.099609375,25773.650390625,0,False,110.44921875
2025-11-14 10:35:00,25876.150390625,1,25884.099609375,25768.849609375,1,True,115.25
2025-11-14 10:40:00,25876.150390625,1,25884.099609375,25770.099609375,1,True,114.0
2025-11-14 10:45:00,25876.150390625,1,25884.099609375,25785.599609375,1,True,98.5
2025-11-14 10:50:00,25876.150390625,1,25884.099609375,25837.400390625,1,True,46.69921875
2025-11-14 10:55:00,25876.150390625,1,25884.099609375,25848.150390625,0,False,35.94921875
2025-11-14 11:00:00,25876.150390625,1,25884.099609375,25842.30078125,1,True,41.798828125
2025-11-14 11:05:00,25876.150390625,1,25884.099609375,25849.599609375,1,True,34.5
2025-11-14 11:10:00,25876.150390625,1,25884.099609375,25855.25,0,False,28.849609375
2025-11-14 11:15:00,25876.150390625,1,25884.099609375,25821.94921875,0,False,62.150390625
2025-11-14 11:20:00,25876.150390625,1,25884.099609375,25818.400390625,0,False,65.69921875
2025-11-14 11:25:00,25876.150390625,1,25884.099609375,25815.19921875,0,False,68.900390625
2025-11-14 11:30:00,25876.150390625,1,25884.099609375,25808.599609375,0,False,75.5
2025-11-14 11:35:00,25876.150390625,1,25884.099609375,25801.150390625,0,False,82.94921875
2025-11-14 11:40:00,25876.150390625,1,25884.099609375,25789.94921875,1,True,94.150390625
2025-11-14 11:45:00,25876.150390625,1,25884.099609375,25798.900390625,1,True,85.19921875
2025-11-14 11:50:00,25876.150390625,1,25884.099609375,25800.0,0,False,84.099609375
2025-11-14 11:55:00,25876.150390625,1,25884.099609375,25789.44921875,1,True,94.650390625
2025-11-14 12:00:00,25876.150390625,1,25884.099609375,25796.94921875,1,True,87.150390625
2025-11-14 12:05:00,25876.150390625,1,25884.099609375,25797.099609375,1,True,87.0
2025-11-14 12:10:00,25876.150390625,1,25884.099609375,25826.400390625,0,False,57.69921875
2025-11-14 12:15:00,25876.150390625,1,25884.099609375,25826.150390625,1,True,57.94921875
2025-11-14 12:20:00,25876.150390625,1,25884.099609375,25829.5,1,True,54.599609375
2025-11-14 12:25:00,25876.150390625,1,25884.099609375,25834.099609375,0,False,50.0
2025-11-14 12:30:00,25876.150390625,1,25884.099609375,25807.599609375,0,False,76.5
2025-11-14 12:35:00,25876.150390625,1,25884.099609375,25804.849609375,1,True,79.25
2025-11-14 12:40:00,25876.150390625,1,25884.099609375,25811.05078125,1,True,73.048828125
2025-11-14 12:45:00,25876.150390625,1,25884.099609375,25813.44921875,0,False,70.650390625
2025-11-14 12:50:00,25876.150390625,1,25884.099609375,25803.05078125,0,False,81.048828125
2025-11-14 12:55:00,25876.150390625,1,25884.099609375,25799.900390625,0,False,84.19921875
2025-11-14 13:00:00,25876.150390625,1,25884.099609375,25787.599609375,1,True,96.5
2025-11-14 13:05:00,25876.150390625,1,25884.099609375,25788.5,1,True,95.599609375
2025-11-14 13:10:00,25876.150390625,1,25884.099609375,25799.599609375,1,True,84.5
2025-11-14 13:15:00,25876.150390625,1,25884.099609375,25806.349609375,1,True,77.75
2025-11-14 13:20:00,25876.150390625,1,25884.099609375,25807.19921875,1,True,76.900390625
2025-11-14 13:25:00,25876.150390625,1,25884.099609375,25818.30078125,0,False,65.798828125
2025-11-14 13:30:00,25876.150390625,1,25884.099609375,25806.05078125,0,False,78.048828125
2025-11-14 13:35:00,25876.150390625,1,25884.099609375,25767.150390625,0,False,116.94921875
2025-11-14 13:40:00,25876.150390625,1,25884.099609375,25762.44921875,1,True,121.650390625
2025-11-14 13:45:00,25876.150390625,1,25884.099609375,25762.900390625,0,False,121.19921875
2025-11-14 13:50:00,25876.150390625,1,25884.099609375,25745.25,1,True,138.849609375
2025-11-14 13:55:00,25876.150390625,1,25884.099609375,25762.30078125,1,True,121.798828125
2025-11-14 14:00:00,25876.150390625,1,25884.099609375,25766.849609375,1,True,117.25
2025-11-14 14:05:00,25876.150390625,1,25884.099609375,25770.650390625,1,True,113.44921875
2025-11-14 14:10:00,25876.150390625,1,25884.099609375,25774.400390625,0,False,109.69921875
2025-11-14 14:15:00,25876.150390625,1,25884.099609375,25771.900390625,0,False,112.19921875
2025-11-14 14:20:00,25876.150390625,1,25884.099609375,25767.0,1,True,117.099609375
2025-11-14 14:25:00,25876.150390625,1,25884.099609375,25784.0,0,False,100.099609375
2025-11-14 14:30:00,25876.150390625,1,25884.099609375,25783.099609375,1,True,101.0
2025-11-14 14:35:00,25876.150390625,1,25884.099609375,25794.25,0,False,89.849609375
2025-11-14 14:40:00,25876.150390625,1,25884.099609375,25789.650390625,0,False,94.44921875
2025-11-14 14:45:00,25876.150390625,1,25884.099609375,25785.349609375,0,False,98.75
2025-11-14 14:50:00,25876.150390625,1,25884.099609375,25768.349609375,0,False,115.75
2025-11-14 14:55:00,25876.150390625,1,25884.099609375,25766.30078125,1,True,117.798828125
2025-11-14 15:00:00,25876.150390625,1,25884.099609375,25886.25,1,True,2.150390625
2025-11-14 15:05:00,25876.150390625,1,25884.099609375,25936.349609375,0,False,52.25
2025-11-14 15:10:00,25876.150390625,1,25884.099609375,25930.19921875,0,False,46.099609375
2025-11-14 15:15:00,25876.150390625,1,25884.099609375,25918.150390625,1,True,34.05078125
2025-11-14 15:20:00,25876.150390625,1,25884.099609375,25931.599609375,0,False,47.5
