Datetime,Open,High,Low,Volume,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2026-01-29 15:05:00+05:30,25420.0,25433.849609375,25408.0,0,25421.44921875,25407.599609375,0,0,Success,-0.05448001510781296,25434.33984375,25419.80498046875,47.42822517884273,22.278599330357142
2026-01-29 15:10:00+05:30,25423.0,25428.349609375,25407.599609375,0,25407.599609375,25393.6484375,1,0,Fail,0.054909444770423095,25425.619921875,25421.482421875,47.46707513241804,22.350027901785715
2026-01-29 15:15:00+05:30,25407.650390625,25431.650390625,25405.099609375,0,25421.55078125,25412.44921875,0,0,Success,-0.035802546344706,25420.96015625,25423.125,61.06935967747606,21.868024553571427
2026-01-29 15:20:00+05:30,25421.5,25427.69921875,25408.69921875,0,25412.44921875,25402.798828125,1,0,Fail,0.0379750512905292,25416.48984375,25423.6224609375,49.84617428816709,20.614536830357142
2026-01-29 15:25:00+05:30,25413.849609375,25425.94921875,25405.69921875,0,25422.099609375,25259.30078125,0,0,Success,-0.6403830943411303,25417.0296875,25423.75244140625,56.970740048358664,20.653738839285715
2026-01-30 09:15:00+05:30,25261.25,25284.400390625,25226.75,0,25259.30078125,25238.849609375,0,0,Success,-0.08096491685225476,25384.6,25415.6474609375,24.91261186795289,33.73939732142857
2026-01-30 09:20:00+05:30,25257.80078125,25266.0,25234.19921875,0,25238.849609375,25242.0,1,1,Success,0.012482306736475752,25350.85,25406.044921875,17.91927875842697,34.410853794642854
2026-01-30 09:25:00+05:30,25236.150390625,25280.599609375,25230.650390625,0,25242.0,25222.599609375,1,0,Fail,0.07685758111480864,25314.93984375,25397.29990234375,13.92294219982763,36.31431361607143
2026-01-30 09:30:00+05:30,25242.5,25261.900390625,25219.150390625,0,25261.400390625,25232.150390625,1,0,Fail,0.11578930521545926,25284.730078125,25391.12490234375,19.80589761610051,38.203543526785715
2026-01-30 09:35:00+05:30,25261.19921875,25308.5,25261.19921875,0,25290.650390625,25289.05078125,1,0,Fail,0.006324904066496289,25258.440234375,25385.01240234375,27.083420585928778,40.59654017857143
2026-01-30 09:40:00+05:30,25291.05078125,25304.55078125,25268.80078125,0,25292.25,25278.94921875,1,0,Fail,0.052588366989888204,25265.030078125,25379.532421875,24.933160834182175,41.80357142857143
2026-01-30 09:45:00+05:30,25291.75,25308.05078125,25280.94921875,0,25305.55078125,25294.65234375,1,0,Fail,0.04306737914621931,25278.3703125,25374.31748046875,28.5033968373845,42.51450892857143
2026-01-30 09:50:00+05:30,25303.650390625,25323.0,25298.19921875,0,25316.44921875,25283.400390625,0,0,Success,-0.13054290449437594,25293.26015625,25368.59248046875,31.78374737092507,43.2216796875
2026-01-30 09:55:00+05:30,25316.44921875,25317.55078125,25274.349609375,0,25283.400390625,25278.201171875,1,0,Fail,0.020563763851668672,25297.66015625,25360.3625,30.145985389137408,43.600306919642854
2026-01-30 10:00:00+05:30,25283.94921875,25315.94921875,25279.94921875,0,25288.599609375,25282.650390625,0,0,Success,-0.023525299312321363,25297.25,25352.70498046875,30.782661749495688,44.32533482142857
2026-01-30 10:05:00+05:30,25288.099609375,25288.900390625,25266.44921875,0,25282.650390625,25251.0,1,0,Fail,0.12518620530676722,25295.330078125,25344.825,31.502706315587332,44.446847098214285
2026-01-30 10:10:00+05:30,25282.55078125,25315.75,25275.44921875,0,25314.30078125,25303.349609375,0,0,Success,-0.043260811229324576,25297.080078125,25337.980078125,34.91345676958845,45.428989955357146
2026-01-30 10:15:00+05:30,25315.80078125,25319.650390625,25303.349609375,0,25303.349609375,25279.30078125,0,0,Success,-0.0950420734656008,25294.46015625,25330.905078125,34.732722180370075,45.23618861607143
2026-01-30 10:20:00+05:30,25303.25,25304.349609375,25274.5,0,25279.30078125,25279.001953125,1,0,Fail,0.0011821059751053117,25293.640234375,25323.130078125,30.790976768271094,45.921875
2026-01-30 10:25:00+05:30,25279.75,25281.400390625,25268.94921875,0,25279.599609375,25267.1484375,1,0,Fail,0.049253833396880435,25291.840234375,25316.1400390625,54.85159973548662,32.857700892857146
2026-01-30 10:30:00+05:30,25279.94921875,25299.94921875,25273.44921875,0,25292.05078125,25282.8515625,1,0,Fail,0.03637197643466597,25293.7203125,25309.6701171875,63.22114680155231,32.479073660714285
2026-01-30 10:35:00+05:30,25291.55078125,25302.0,25282.0,0,25301.25,25302.099609375,1,1,Success,0.0033579739143322963,25291.11015625,25304.35263671875,64.29459990002226,30.33984375
2026-01-30 10:40:00+05:30,25300.900390625,25311.599609375,25295.900390625,0,25302.099609375,25297.599609375,0,0,Success,-0.01778508530704167,25290.86015625,25298.380078125,60.78437456675129,28.407645089285715
2026-01-30 10:45:00+05:30,25301.05078125,25312.650390625,25297.25,0,25297.599609375,25296.80078125,0,0,Success,-0.003157723014573934,25294.519921875,25292.63759765625,52.11937093476392,26.129045758928573
2026-01-30 10:50:00+05:30,25297.75,25298.5,25284.30078125,0,25296.80078125,25291.55078125,1,0,Fail,0.020753612464273753,25297.96015625,25286.37265625,51.39470844386481,24.589704241071427
2026-01-30 10:55:00+05:30,25296.25,25306.5,25295.150390625,0,25302.05078125,25300.44921875,0,0,Success,-0.006329773479021046,25299.96015625,25288.51015625,48.871650167450134,23.464564732142858
2026-01-30 11:00:00+05:30,25302.400390625,25309.19921875,25298.94921875,0,25300.44921875,25263.099609375,0,0,Success,-0.14762429335571026,25299.8,25291.59013671875,44.51291390002832,22.425223214285715
2026-01-30 11:05:00+05:30,25300.650390625,25300.650390625,25262.0,0,25263.099609375,25255.44921875,0,0,Success,-0.03028286609043405,25292.0,25292.6451171875,43.23747556149301,22.100167410714285
2026-01-30 11:10:00+05:30,25262.849609375,25267.349609375,25247.099609375,0,25255.44921875,25252.349609375,0,0,Success,-0.01227303204212581,25283.569921875,25292.34755859375,39.13449839568323,20.975167410714285
2026-01-30 11:15:00+05:30,25255.349609375,25260.05078125,25246.44921875,0,25252.349609375,25241.19921875,1,0,Fail,0.044155853999662625,25274.6796875,25290.43251953125,39.879445726345025,20.343052455357142
2026-01-30 11:20:00+05:30,25252.44921875,25263.80078125,25244.0,0,25263.5,25258.94921875,0,0,Success,-0.01801326518495062,25266.96953125,25288.99501953125,30.340136021545263,18.878766741071427
2026-01-30 11:25:00+05:30,25263.25,25282.849609375,25256.599609375,0,25258.94921875,25245.849609375,0,0,Success,-0.0518612601876408,25258.66953125,25286.66494140625,31.921492496172732,19.589425223214285
2026-01-30 11:30:00+05:30,25257.55078125,25261.75,25232.0,0,25245.849609375,25217.6484375,1,0,Fail,0.1117061707621341,25255.21953125,25283.1349609375,35.04636173516819,19.582310267857142
2026-01-30 11:35:00+05:30,25245.30078125,25274.94921875,25242.94921875,0,25274.05078125,25272.44921875,0,0,Success,-0.006336785954343921,25258.93984375,25282.66748046875,48.014758242956994,20.978655133928573
2026-01-30 11:40:00+05:30,25273.94921875,25280.349609375,25269.650390625,0,25272.44921875,25261.69921875,0,0,Success,-0.042536439214701904,25262.959765625,25281.8599609375,42.39673924908333,19.850027901785715
2026-01-30 11:45:00+05:30,25271.849609375,25275.400390625,25256.30078125,0,25261.69921875,25235.998046875,1,0,Fail,0.10173967971213833,25262.599609375,25280.81240234375,34.84099888463584,19.785714285714285
2026-01-30 11:50:00+05:30,25261.05078125,25294.0,25259.650390625,0,25287.400390625,25261.400390625,0,0,Success,-0.10281800263517475,25268.28984375,25279.4673828125,45.26761905472128,21.117885044642858
2026-01-30 11:55:00+05:30,25287.69921875,25293.349609375,25257.650390625,0,25261.400390625,25258.349609375,0,0,Success,-0.012076849275276934,25271.4,25277.369921875,39.76293576454634,22.567801339285715
2026-01-30 12:00:00+05:30,25262.0,25265.349609375,25248.849609375,0,25258.349609375,25248.099609375,1,0,Fail,0.040580640297240816,25268.259765625,25276.32236328125,39.26284670294228,22.732142857142858
2026-01-30 12:05:00+05:30,25258.150390625,25271.0,25253.80078125,0,25268.599609375,25242.5,1,0,Fail,0.10328870526452397,25267.48984375,25275.77236328125,40.91280491810404,23.149972098214285
2026-01-30 12:10:00+05:30,25269.099609375,25294.849609375,25268.25,0,25294.69921875,25274.599609375,0,0,Success,-0.07946174493389874,25274.08984375,25275.90478515625,48.62146466112393,24.317801339285715
2026-01-30 12:15:00+05:30,25293.650390625,25301.80078125,25270.599609375,0,25274.599609375,25242.25,1,0,Fail,0.12799256912066254,25271.5296875,25274.572265625,53.00567644260785,23.785714285714285
2026-01-30 12:20:00+05:30,25275.25,25311.94921875,25275.25,0,25306.94921875,25294.05078125,0,0,Success,-0.050967966895209584,25280.639453125,25274.81474609375,61.92108066948927,25.007114955357142
2026-01-30 12:25:00+05:30,25306.75,25316.599609375,25288.94921875,0,25294.05078125,25292.751953125,1,0,Fail,0.00513491546384811,25287.7796875,25274.6373046875,59.23398288877449,26.010602678571427
2026-01-30 12:30:00+05:30,25293.80078125,25309.099609375,25291.19921875,0,25295.349609375,25290.6484375,1,0,Fail,0.01858512314555101,25293.1296875,25274.56474609375,57.374261722642494,25.874860491071427
2026-01-30 12:35:00+05:30,25296.44921875,25304.80078125,25281.44921875,0,25300.05078125,25293.55078125,0,0,Success,-0.02569164803739123,25294.2,25274.46474609375,59.50977907283123,25.667829241071427
