model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-12-15,74,40,34,54.05,117.7451
Logistic,2025-12-15,74,40,34,54.05,117.7451
RF,2025-12-15,74,40,34,54.05,117.7451
XGB,2025-12-15,74,40,34,54.05,117.7451
