model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-01-30,76,76,0,100.0,25422.1
Logistic,2026-01-30,76,0,76,0.0,25402.8
RF,2026-01-30,76,76,0,100.0,25422.1
XGB,2026-01-30,76,76,0,100.0,25422.1
