model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-08-06,9,5,4,55.56,7.4126
Logistic,2025-08-06,9,5,4,55.56,7.4126
RF,2025-08-06,9,5,4,55.56,7.4126
XGB,2025-08-06,9,5,4,55.56,7.4126
