model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-21,74,29,45,39.19,149.3264
Logistic,2026-01-21,74,29,45,39.19,149.3264
RF,2026-01-21,74,29,45,39.19,149.3264
XGB,2026-01-21,74,45,29,60.81,136.8638
