Datetime,Close,High,Low,Open,Volume
2026-09-03T09:15:00+05:30,24091.7,24125.0,24085.0,24085.0,235560
2026-09-03T09:20:00+05:30,24079.0,24107.6,24079.0,24091.7,63180
2026-09-03T09:25:00+05:30,24100.0,24100.0,24075.6,24083.0,62335
2026-09-03T09:30:00+05:30,24111.5,24116.9,24098.1,24100.0,49855
2026-09-03T09:35:00+05:30,24129.0,24129.0,24110.0,24111.5,57200
2026-09-03T09:40:00+05:30,24144.0,24146.5,24125.0,24127.0,71630
2026-09-03T09:45:00+05:30,24146.0,24148.0,24130.4,24144.0,45045
2026-09-03T09:50:00+05:30,24135.0,24146.0,24131.6,24146.0,38545
2026-09-03T09:55:00+05:30,24135.0,24140.1,24130.0,24135.0,31330
2026-09-03T10:00:00+05:30,24134.1,24135.2,24125.8,24133.0,20345
2026-09-03T10:05:00+05:30,24134.9,24137.0,24121.5,24134.1,18200
2026-09-03T10:10:00+05:30,24129.0,24134.9,24121.0,24134.9,10400
2026-09-03T10:15:00+05:30,24125.0,24130.0,24116.8,24129.0,16835
2026-09-03T10:20:00+05:30,24129.1,24130.5,24116.4,24125.0,12740
2026-09-03T10:25:00+05:30,24106.7,24129.1,24102.7,24129.1,20345
2026-09-03T10:30:00+05:30,24101.3,24112.0,24100.0,24105.4,16055
2026-09-03T10:35:00+05:30,24088.9,24102.5,24084.9,24099.4,36140
2026-09-03T10:40:00+05:30,24084.5,24096.5,24071.0,24088.9,39455
2026-09-03T10:45:00+05:30,24091.4,24096.9,24080.1,24084.5,44395
2026-09-03T10:50:00+05:30,24076.0,24094.3,24075.0,24091.4,24635
2026-09-03T10:55:00+05:30,24078.0,24085.0,24070.1,24075.0,22360
2026-09-03T11:00:00+05:30,24066.0,24085.2,24065.6,24078.0,18070
2026-09-03T11:05:00+05:30,24046.1,24066.0,24046.0,24066.0,38675
2026-09-03T11:10:00+05:30,24040.0,24056.0,24036.0,24046.1,44915
2026-09-03T11:15:00+05:30,24061.8,24067.1,24035.3,24041.0,32370
2026-09-03T11:20:00+05:30,24064.9,24074.5,24061.8,24061.8,22425
2026-09-03T11:25:00+05:30,24080.0,24084.0,24063.0,24064.9,16770
2026-09-03T11:30:00+05:30,24088.0,24089.9,24078.8,24082.0,18070
2026-09-03T11:35:00+05:30,24082.0,24098.7,24082.0,24088.0,15405
2026-09-03T11:40:00+05:30,24083.6,24089.1,24073.7,24082.0,12025
2026-09-03T11:45:00+05:30,24081.3,24090.5,24070.0,24083.6,14365
2026-09-03T11:50:00+05:30,24073.8,24085.4,24070.0,24081.3,9880
2026-09-03T11:55:00+05:30,24074.0,24075.5,24061.1,24073.8,8905
2026-09-03T12:00:00+05:30,24049.7,24074.0,24045.0,24074.0,23660
2026-09-03T12:05:00+05:30,24047.0,24056.3,24040.0,24049.7,20670
2026-09-03T12:10:00+05:30,24047.1,24054.9,24041.0,24047.0,14755
2026-09-03T12:15:00+05:30,24033.0,24049.0,24024.7,24047.1,50050
2026-09-03T12:20:00+05:30,24020.0,24039.5,24017.0,24033.0,41665
2026-09-03T12:25:00+05:30,24026.6,24039.6,24017.0,24024.9,38610
2026-09-03T12:30:00+05:30,24038.5,24042.2,24020.0,24029.3,21970
2026-09-03T12:35:00+05:30,24034.4,24045.0,24021.0,24038.5,25675
2026-09-03T12:40:00+05:30,24031.5,24040.0,24021.2,24034.4,25415
2026-09-03T12:45:00+05:30,24031.1,24039.0,24023.6,24031.5,24700
2026-09-03T12:50:00+05:30,24042.0,24047.8,24028.8,24031.0,45045
2026-09-03T12:55:00+05:30,24035.7,24048.0,24023.2,24040.4,39260
2026-09-03T13:00:00+05:30,24031.6,24045.0,24025.8,24035.7,11960
2026-09-03T13:05:00+05:30,24032.3,24046.0,24031.1,24031.6,9685
