model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-04,74,30,44,40.54,45.2734
Logistic,2025-09-04,74,44,30,59.46,48.8199
RF,2025-09-04,74,30,44,40.54,45.2734
XGB,2025-09-04,74,30,44,40.54,45.2734
