model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-11-20,74,29,45,39.19,87.7663
Logistic,2025-11-20,74,45,29,60.81,94.7863
RF,2025-11-20,74,29,45,39.19,87.7663
XGB,2025-11-20,74,29,45,39.19,87.7663
