model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-12-31,74,36,38,48.65,29.0133
Logistic,2025-12-31,74,36,38,48.65,29.0133
RF,2025-12-31,74,36,38,48.65,29.0133
XGB,2025-12-31,74,36,38,48.65,29.0133
