model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-16,74,35,39,47.3,16.8648
Logistic,2025-09-16,74,35,39,47.3,16.8648
RF,2025-09-16,74,35,39,47.3,16.8648
XGB,2025-09-16,74,35,39,47.3,16.8648
