model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-03-13,9,3,6,33.33,473.7409
Logistic,2026-03-13,9,6,3,66.67,482.4329
RF,2026-03-13,9,3,6,33.33,473.7409
XGB,2026-03-13,9,6,3,66.67,482.4329
