Datetime,close_price_pred,Prediction,predicted_price,close_price_act,true_direction,was_correct,error_mag
2025-10-28 09:15:00,25967.25,0,25960.5,25968.099609375,1,False,7.599609375
2025-10-28 09:20:00,25967.25,0,25960.5,25971.349609375,1,False,10.849609375
2025-10-28 09:25:00,25967.25,0,25960.5,25988.849609375,1,False,28.349609375
2025-10-28 09:30:00,25967.25,0,25960.5,26028.80078125,0,True,68.30078125
2025-10-28 09:35:00,25967.25,0,25960.5,26024.400390625,0,True,63.900390625
2025-10-28 09:40:00,25967.25,0,25960.5,26019.5,0,True,59.0
2025-10-28 09:45:00,25967.25,0,25960.5,26009.5,0,True,49.0
2025-10-28 09:50:00,25967.25,0,25960.5,25971.44921875,0,True,10.94921875
2025-10-28 09:55:00,25967.25,0,25960.5,25970.30078125,0,True,9.80078125
2025-10-28 10:00:00,25967.25,0,25960.5,25928.650390625,0,True,31.849609375
2025-10-28 10:05:00,25967.25,0,25960.5,25907.19921875,0,True,53.30078125
2025-10-28 10:10:00,25967.25,0,25960.5,25905.25,0,True,55.25
2025-10-28 10:15:00,25967.25,0,25960.5,25901.349609375,0,True,59.150390625
2025-10-28 10:20:00,25967.25,0,25960.5,25898.400390625,1,False,62.099609375
2025-10-28 10:25:00,25967.25,0,25960.5,25901.5,0,True,59.0
2025-10-28 10:30:00,25967.25,0,25960.5,25880.80078125,0,True,79.69921875
2025-10-28 10:35:00,25967.25,0,25960.5,25870.650390625,1,False,89.849609375
2025-10-28 10:40:00,25967.25,0,25960.5,25891.150390625,0,True,69.349609375
2025-10-28 10:45:00,25967.25,0,25960.5,25889.69921875,0,True,70.80078125
2025-10-28 10:50:00,25967.25,0,25960.5,25858.25,1,False,102.25
2025-10-28 10:55:00,25967.25,0,25960.5,25862.5,0,True,98.0
2025-10-28 11:00:00,25967.25,0,25960.5,25841.94921875,1,False,118.55078125
2025-10-28 11:05:00,25967.25,0,25960.5,25852.80078125,0,True,107.69921875
2025-10-28 11:10:00,25967.25,0,25960.5,25852.30078125,1,False,108.19921875
2025-10-28 11:15:00,25967.25,0,25960.5,25862.05078125,1,False,98.44921875
2025-10-28 11:20:00,25967.25,0,25960.5,25871.55078125,1,False,88.94921875
2025-10-28 11:25:00,25967.25,0,25960.5,25880.19921875,0,True,80.30078125
2025-10-28 11:30:00,25967.25,0,25960.5,25872.5,1,False,88.0
2025-10-28 11:35:00,25967.25,0,25960.5,25881.150390625,0,True,79.349609375
2025-10-28 11:40:00,25967.25,0,25960.5,25878.05078125,1,False,82.44921875
2025-10-28 11:45:00,25967.25,0,25960.5,25887.5,0,True,73.0
2025-10-28 11:50:00,25967.25,0,25960.5,25877.05078125,0,True,83.44921875
2025-10-28 11:55:00,25967.25,0,25960.5,25848.650390625,0,True,111.849609375
2025-10-28 12:00:00,25967.25,0,25960.5,25845.150390625,0,True,115.349609375
2025-10-28 12:05:00,25967.25,0,25960.5,25836.099609375,1,False,124.400390625
2025-10-28 12:10:00,25967.25,0,25960.5,25843.650390625,1,False,116.849609375
2025-10-28 12:15:00,25967.25,0,25960.5,25851.75,1,False,108.75
2025-10-28 12:20:00,25967.25,0,25960.5,25868.349609375,0,True,92.150390625
2025-10-28 12:25:00,25967.25,0,25960.5,25863.25,1,False,97.25
2025-10-28 12:30:00,25967.25,0,25960.5,25873.94921875,1,False,86.55078125
2025-10-28 12:35:00,25967.25,0,25960.5,25899.69921875,1,False,60.80078125
2025-10-28 12:40:00,25967.25,0,25960.5,25929.0,0,True,31.5
2025-10-28 12:45:00,25967.25,0,25960.5,25917.05078125,1,False,43.44921875
2025-10-28 12:50:00,25967.25,0,25960.5,25940.94921875,0,True,19.55078125
2025-10-28 12:55:00,25967.25,0,25960.5,25935.44921875,0,True,25.05078125
2025-10-28 13:00:00,25967.25,0,25960.5,25919.150390625,1,False,41.349609375
2025-10-28 13:05:00,25967.25,0,25960.5,25940.849609375,0,True,19.650390625
2025-10-28 13:10:00,25967.25,0,25960.5,25926.349609375,1,False,34.150390625
2025-10-28 13:15:00,25967.25,0,25960.5,25926.80078125,1,False,33.69921875
2025-10-28 13:20:00,25967.25,0,25960.5,25939.5,1,False,21.0
2025-10-28 13:25:00,25967.25,0,25960.5,25943.05078125,0,True,17.44921875
2025-10-28 13:30:00,25967.25,0,25960.5,25939.150390625,0,True,21.349609375
2025-10-28 13:35:00,25967.25,0,25960.5,25930.849609375,0,True,29.650390625
