model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-01,74,47,27,63.51,141.264
Logistic,2026-01-01,74,47,27,63.51,141.264
RF,2026-01-01,74,47,27,63.51,141.264
XGB,2026-01-01,74,47,27,63.51,141.264
