model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-10-13,76,76,0,100.0,25295.4
Logistic,2025-10-13,76,76,0,100.0,25295.4
RF,2025-10-13,76,76,0,100.0,25295.4
XGB,2025-10-13,76,0,76,0.0,25278.2
