model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-03,74,37,37,50.0,82.9994
Logistic,2025-09-03,74,37,37,50.0,80.3363
RF,2025-09-03,74,37,37,50.0,82.9994
XGB,2025-09-03,74,37,37,50.0,82.9994
