model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-12-12,74,40,34,54.05,100.7762
Logistic,2025-12-12,74,40,34,54.05,100.7762
RF,2025-12-12,74,40,34,54.05,100.7762
XGB,2025-12-12,74,40,34,54.05,100.7762
