Datetime,Open,High,Low,Volume,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-12-04 13:10:00+05:30,25997.94921875,26002.75,25991.849609375,0,26001.0,26001.800781250004,1,1,Success,0.0030798094304065227,26000.31953125,26017.6423828125,29.11507320790436,12.7998046875
2025-12-04 13:15:00+05:30,26000.80078125,26006.650390625,25999.19921875,0,26001.80078125,26016.19921875,1,1,Success,0.05537477046736997,26001.88984375,26015.9224609375,30.304950640770144,12.45703125
2025-12-04 13:25:00+05:30,26017.80078125,26022.44921875,26014.55078125,0,26016.19921875,26002.75,0,0,Success,-0.051695555668666175,26004.58984375,26015.2599609375,43.339911129151794,13.003348214285714
2025-12-04 13:30:00+05:30,26015.69921875,26027.599609375,26001.849609375,0,26002.75,26024.849609375,0,1,Fail,-0.08498950832123525,26004.05,26013.7625,41.369493493613476,14.014090401785714
2025-12-04 13:35:00+05:30,26002.400390625,26003.55078125,25974.80078125,0,25980.650390625,25984.6015625,0,1,Fail,-0.015208133035906455,26000.480078125,26011.91748046875,32.37827351419706,14.974748883928571
2025-12-04 13:40:00+05:30,25980.55078125,25981.05078125,25962.400390625,0,25976.69921875,25974.34765625,1,0,Fail,0.00905258393376877,25995.619921875,26009.557421875,28.525550995986393,15.428431919642858
2025-12-04 13:45:00+05:30,25976.30078125,25980.94921875,25970.900390625,0,25979.05078125,25976.599609375,0,0,Success,-0.009435186434021282,25991.069921875,26006.84248046875,28.62325186548466,15.503348214285714
2025-12-04 13:50:00+05:30,25978.650390625,25983.55078125,25973.400390625,0,25976.599609375,25973.099609375,0,0,Success,-0.013473664962433511,25983.15,26004.06494140625,28.456686841595655,15.7177734375
2025-12-04 13:55:00+05:30,25975.55078125,25978.349609375,25970.05078125,0,25973.099609375,25988.150390625,1,1,Success,0.057947574515008655,25977.219921875,26001.3298828125,31.709637293761233,14.689034598214286
2025-12-04 14:00:00+05:30,25973.30078125,25989.55078125,25970.5,0,25988.150390625,26005.55078125,1,1,Success,0.06695509439285467,25978.719921875,25999.81240234375,47.257607859805276,14.671177455357142
2025-12-04 14:05:00+05:30,25986.69921875,26006.900390625,25977.900390625,0,26005.55078125,26006.800781250004,0,1,Fail,-0.004806666124915339,25984.490234375,25999.08740234375,54.98338863818905,16.135463169642858
2025-12-04 14:10:00+05:30,26005.599609375,26022.69921875,26001.650390625,0,26004.30078125,26007.451171875004,0,1,Fail,-0.012114883039929844,25989.540234375,25998.07744140625,50.73532042690362,16.396065848214285
2025-12-04 14:15:00+05:30,26004.05078125,26011.19921875,25998.650390625,0,26001.150390625,26003.55078125,1,1,Success,0.009231863163506363,25994.450390625,25996.8,48.03352208703889,16.585379464285715
