model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-08-27,10,5,5,50.0,175.5406
Logistic,2025-08-27,10,5,5,50.0,188.4387
RF,2025-08-27,10,5,5,50.0,175.5406
XGB,2025-08-27,10,5,5,50.0,175.5406
