model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-01-09,76,76,0,100.0,25882.7
Logistic,2026-01-09,76,76,0,100.0,25882.7
RF,2026-01-09,76,76,0,100.0,25882.7
XGB,2026-01-09,76,76,0,100.0,25882.7
