model,accuracy,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macro_f1
Logistic,0.48698884758364314,0.48674242424242425,0.9809160305343512,0.6506329113924051,0.5,0.018115942028985508,0.03496503496503497,0.34279897317872005
RF,0.516728624535316,0.503125,0.6145038167938931,0.5532646048109966,0.536697247706422,0.42391304347826086,0.47368421052631576,0.5134744076686562
XGB,0.5408921933085502,0.5265017667844523,0.5687022900763359,0.5467889908256881,0.5568627450980392,0.5144927536231884,0.5348399246704332,0.5408144577480607
LGBM,0.5185873605947955,0.5047021943573667,0.6145038167938931,0.5542168674698795,0.5388127853881278,0.427536231884058,0.4767676767676768,0.5154922721187781
