model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,20250718,76,0,76,0.0,25193.25
Logistic,20250718,76,76,0,100.0,25198.55
RF,20250718,76,76,0,100.0,25198.55
XGB,20250718,76,0,76,0.0,25193.25
