model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,20250729,76,0,76,0.0,24673.95
Logistic,20250729,76,0,76,0.0,24673.95
RF,20250729,76,76,0,100.0,24678.35
XGB,20250729,76,76,0,100.0,24678.35
