model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-02,74,37,37,50.0,38.3792
Logistic,2026-01-02,74,37,37,50.0,21.3826
RF,2026-01-02,74,37,37,50.0,21.3826
XGB,2026-01-02,74,37,37,50.0,21.3826
