model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-11-27,76,0,76,0.0,26202.7
Logistic,2025-11-27,76,76,0,100.0,26218.0
RF,2025-11-27,76,0,76,0.0,26202.7
XGB,2025-11-27,76,0,76,0.0,26202.7
