Datetime,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-06-24 05:15:00+00:00,25196.400390625,25182.6015625,1,0,Fail,0.05476507719782952,25215.6796875,25192.5048828125,57.79537986418668,32.607003348214285
2025-06-24 05:20:00+00:00,25210.19921875,25197.3984375,1,0,Fail,0.050776200294678595,25211.01953125,25205.1048828125,57.95358723325408,32.78208705357143
2025-06-24 05:25:00+00:00,25223.0,25210.44921875,1,0,Fail,0.04975927229116283,25211.6796875,25204.53486328125,72.59619880365243,30.342912946428573
2025-06-24 05:30:00+00:00,25235.55078125,25206.951171875,1,0,Fail,0.11333063273677185,25215.769921875,25204.88740234375,70.04366707201972,29.7822265625
2025-06-24 05:35:00+00:00,25264.150390625,25256.400390625,0,0,Success,-0.030675878191715734,25225.86015625,25208.119921875,70.43931992314324,29.353794642857142
2025-06-24 05:40:00+00:00,25256.400390625,25254.849609375,0,0,Success,-0.006140151510171811,25237.86015625,25210.5599609375,64.69882599648733,28.625279017857142
2025-06-24 05:45:00+00:00,25254.849609375,25248.048828125,1,0,Fail,0.02692861511824423,25246.790234375,25215.13740234375,64.93098163032536,29.061104910714285
2025-06-24 05:50:00+00:00,25261.650390625,25239.80078125,1,0,Fail,0.08649319833477205,25254.5203125,25219.4048828125,59.93162570049012,26.896763392857142
2025-06-24 05:55:00+00:00,25283.5,25277.80078125,0,0,Success,-0.022541257143987185,25264.11015625,25226.67236328125,64.2460496603213,27.100306919642858
2025-06-24 06:00:00+00:00,25277.80078125,25266.69921875,0,0,Success,-0.043918229263974054,25266.840234375,25232.22744140625,66.8999490650661,26.278878348214285
2025-06-24 06:05:00+00:00,25266.69921875,25252.048828125,1,0,Fail,0.05798300165036273,25268.9,25235.91240234375,60.40065587731266,26.293247767857142
2025-06-24 06:10:00+00:00,25281.349609375,25273.150390625,0,0,Success,-0.03243188704988879,25274.2,25239.62490234375,69.21157374881517,25.614676339285715
2025-06-24 06:15:00+00:00,25273.150390625,25269.5,1,0,Fail,0.014443749863309884,25276.5,25243.0349609375,67.69293038964415,26.007533482142858
2025-06-24 06:20:00+00:00,25276.80078125,25262.15234375,1,0,Fail,0.05795210251000601,25275.16015625,25245.24501953125,68.97211842078406,24.154017857142858
2025-06-24 06:25:00+00:00,25291.44921875,25287.59765625,1,0,Fail,0.015228714126609305,25277.88984375,25247.97744140625,79.04020807426271,23.957589285714285
2025-06-24 06:30:00+00:00,25295.30078125,25284.3515625,1,0,Fail,0.043285584325275336,25283.61015625,25251.5125,77.68374497346281,21.432477678571427
2025-06-24 06:35:00+00:00,25306.25,25303.75,1,0,Fail,0.009878982464806126,25288.590234375,25255.15,77.41163752702492,20.857561383928573
2025-06-24 06:40:00+00:00,25308.75,25284.80078125,0,0,Success,-0.09462821652590507,25295.71015625,25259.6025390625,75.81058365562791,20.443219866071427
2025-06-24 06:45:00+00:00,25284.80078125,25275.701171875,1,0,Fail,0.03598845588590849,25297.31015625,25263.08759765625,57.5283746440006,19.389508928571427
