model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-11-12,74,46,28,62.16,64.8963
Logistic,2025-11-12,74,46,28,62.16,64.8963
RF,2025-11-12,74,46,28,62.16,64.8963
XGB,2025-11-12,74,46,28,62.16,64.8963
