model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-02-06,76,76,0,100.0,25641.6
Logistic,2026-02-06,76,0,76,0.0,25640.3
RF,2026-02-06,76,0,76,0.0,25640.3
XGB,2026-02-06,76,76,0,100.0,25641.6
