model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2026-03-19,76,76,0,100.0,23764.1
Logistic,2026-03-19,76,76,0,100.0,23764.1
RF,2026-03-19,76,76,0,100.0,23764.1
XGB,2026-03-19,76,76,0,100.0,23764.1
