model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-10-16,76,0,76,0.0,25327.75
Logistic,2025-10-16,76,76,0,100.0,25338.55
RF,2025-10-16,76,76,0,100.0,25338.55
XGB,2025-10-16,76,0,76,0.0,25327.75
