Datetime,Close,High,Low,Open,Volume
2026-06-08 09:15:00+05:30,23130.55078125,23138.75,23071.5,23088.849609375,0
2026-06-08 09:20:00+05:30,23136.0,23145.25,23103.650390625,23133.349609375,0
2026-06-08 09:25:00+05:30,23155.5,23156.75,23125.19921875,23136.650390625,0
2026-06-08 09:30:00+05:30,23184.349609375,23184.69921875,23147.30078125,23156.099609375,0
2026-06-08 09:35:00+05:30,23155.599609375,23184.94921875,23132.849609375,23184.94921875,0
2026-06-08 09:40:00+05:30,23159.150390625,23171.5,23144.900390625,23155.75,0
2026-06-08 09:45:00+05:30,23134.5,23178.849609375,23134.5,23159.849609375,0
2026-06-08 09:50:00+05:30,23173.05078125,23173.44921875,23125.25,23135.55078125,0
2026-06-08 09:55:00+05:30,23199.5,23201.75,23171.849609375,23174.150390625,0
2026-06-08 10:00:00+05:30,23169.80078125,23200.400390625,23166.69921875,23199.849609375,0
2026-06-08 10:05:00+05:30,23189.5,23193.849609375,23154.349609375,23163.349609375,0
2026-06-08 10:10:00+05:30,23174.25,23192.650390625,23173.94921875,23188.599609375,0
2026-06-08 10:15:00+05:30,23186.099609375,23187.650390625,23166.44921875,23174.55078125,0
2026-06-08 10:20:00+05:30,23182.75,23188.0,23176.05078125,23186.44921875,0
2026-06-08 10:25:00+05:30,23172.44921875,23184.75,23163.25,23183.150390625,0
2026-06-08 10:30:00+05:30,23213.44921875,23215.55078125,23172.30078125,23173.19921875,0
2026-06-08 10:35:00+05:30,23207.94921875,23215.80078125,23200.05078125,23214.0,0
2026-06-08 10:40:00+05:30,23191.650390625,23223.19921875,23190.55078125,23207.849609375,0
2026-06-08 10:45:00+05:30,23202.55078125,23202.900390625,23181.099609375,23192.25,0
2026-06-08 10:50:00+05:30,23195.900390625,23211.900390625,23192.19921875,23203.25,0
2026-06-08 10:55:00+05:30,23217.44921875,23218.69921875,23191.349609375,23196.150390625,0
2026-06-08 11:00:00+05:30,23210.150390625,23218.599609375,23207.05078125,23217.900390625,0
2026-06-08 11:05:00+05:30,23206.25,23211.19921875,23192.94921875,23209.94921875,0
2026-06-08 11:10:00+05:30,23198.599609375,23210.599609375,23194.19921875,23206.19921875,0
2026-06-08 11:15:00+05:30,23182.55078125,23204.69921875,23179.0,23199.75,0
2026-06-08 11:20:00+05:30,23183.75,23192.55078125,23179.94921875,23183.25,0
2026-06-08 11:25:00+05:30,23186.150390625,23190.0,23179.099609375,23184.55078125,0
2026-06-08 11:30:00+05:30,23198.75,23199.80078125,23182.69921875,23186.55078125,0
2026-06-08 11:35:00+05:30,23205.599609375,23209.05078125,23193.5,23199.150390625,0
2026-06-08 11:40:00+05:30,23205.44921875,23211.44921875,23201.94921875,23207.150390625,0
2026-06-08 11:45:00+05:30,23213.94921875,23215.0,23200.44921875,23206.099609375,0
2026-06-08 11:50:00+05:30,23205.599609375,23214.400390625,23198.30078125,23214.400390625,0
2026-06-08 11:55:00+05:30,23205.44921875,23212.69921875,23198.400390625,23207.19921875,0
2026-06-08 12:00:00+05:30,23207.25,23209.650390625,23197.599609375,23205.80078125,0
2026-06-08 12:05:00+05:30,23204.44921875,23212.94921875,23193.80078125,23207.900390625,0
2026-06-08 12:10:00+05:30,23212.44921875,23223.900390625,23205.0,23205.0,0
2026-06-08 12:15:00+05:30,23212.650390625,23215.650390625,23208.0,23212.44921875,0
2026-06-08 12:20:00+05:30,23225.44921875,23225.94921875,23212.44921875,23212.650390625,0
2026-06-08 12:25:00+05:30,23218.75,23225.849609375,23216.80078125,23225.55078125,0
2026-06-08 12:30:00+05:30,23220.55078125,23226.94921875,23215.25,23219.19921875,0
2026-06-08 12:35:00+05:30,23222.349609375,23224.0,23216.849609375,23221.900390625,0
2026-06-08 12:40:00+05:30,23237.849609375,23245.44921875,23221.349609375,23223.0,0
2026-06-08 12:45:00+05:30,23245.30078125,23247.150390625,23229.599609375,23238.650390625,0
2026-06-08 12:50:00+05:30,23248.30078125,23266.849609375,23244.05078125,23245.900390625,0
2026-06-08 12:55:00+05:30,23246.150390625,23256.25,23245.5,23250.55078125,0
2026-06-08 13:00:00+05:30,23226.55078125,23247.80078125,23226.099609375,23247.099609375,0
2026-06-08 13:05:00+05:30,23219.5,23229.349609375,23212.55078125,23227.30078125,0
2026-06-08 13:10:00+05:30,23216.30078125,23221.0,23213.349609375,23220.5,0
2026-06-08 13:15:00+05:30,23215.19921875,23225.69921875,23212.5,23216.5,0
2026-06-08 13:20:00+05:30,23210.400390625,23216.150390625,23208.900390625,23215.25,0
2026-06-08 13:25:00+05:30,23209.05078125,23212.0,23194.69921875,23210.599609375,0
2026-06-08 13:30:00+05:30,23195.55078125,23215.30078125,23188.349609375,23208.69921875,0
2026-06-08 13:35:00+05:30,23195.69921875,23199.5,23184.25,23196.25,0
2026-06-08 13:40:00+05:30,23171.0,23197.849609375,23169.75,23197.25,0
2026-06-08 13:45:00+05:30,23170.30078125,23177.0,23150.400390625,23171.900390625,0
2026-06-08 13:50:00+05:30,23165.900390625,23175.650390625,23157.30078125,23171.55078125,0
2026-06-08 13:55:00+05:30,23172.44921875,23174.099609375,23156.150390625,23166.30078125,0
2026-06-08 14:00:00+05:30,23180.349609375,23184.69921875,23171.5,23173.44921875,0
2026-06-08 14:05:00+05:30,23163.099609375,23183.19921875,23160.599609375,23180.400390625,0
2026-06-08 14:10:00+05:30,23156.849609375,23167.69921875,23156.25,23163.75,0
2026-06-08 14:15:00+05:30,23168.75,23173.19921875,23145.69921875,23157.349609375,0
2026-06-08 14:20:00+05:30,23155.400390625,23168.849609375,23151.05078125,23168.849609375,0
2026-06-08 14:25:00+05:30,23149.099609375,23158.44921875,23147.349609375,23155.150390625,0
2026-06-08 14:30:00+05:30,23159.05078125,23163.19921875,23147.30078125,23148.599609375,0
