model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-09,74,38,36,51.35,82.7421
Logistic,2025-09-09,74,36,38,48.65,73.56
RF,2025-09-09,74,38,36,51.35,82.7421
XGB,2025-09-09,74,38,36,51.35,82.7421
