model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-20,74,26,48,35.14,120.3107
Logistic,2025-10-20,74,48,26,64.86,133.2568
RF,2025-10-20,74,26,48,35.14,120.3107
XGB,2025-10-20,74,26,48,35.14,120.3107
