model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-11-13,74,37,37,50.0,180.4695
Logistic,2025-11-13,74,37,37,50.0,180.4695
RF,2025-11-13,74,37,37,50.0,180.4695
XGB,2025-11-13,74,37,37,50.0,180.4695
