model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-09-05,74,41,33,55.41,91.1731
Logistic,2025-09-05,74,33,41,44.59,89.9919
RF,2025-09-05,74,41,33,55.41,91.1731
XGB,2025-09-05,74,41,33,55.41,91.1731
