model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-12-10,76,76,0,100.0,25838.95
Logistic,2025-12-10,76,76,0,100.0,25838.95
RF,2025-12-10,76,76,0,100.0,25838.95
XGB,2025-12-10,76,76,0,100.0,25838.95
