model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-06,74,37,37,50.0,34.8863
Logistic,2026-01-06,74,37,37,50.0,34.8863
RF,2026-01-06,74,37,37,50.0,34.8863
XGB,2026-01-06,74,37,37,50.0,34.8863
