Datetime,Open,High,Low,Volume,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2026-01-23 09:50:00+05:30,25300.25,25303.150390625,25281.400390625,0,25281.400390625,25271.8515625,1,0,Fail,0.037770170866567004,25297.45,25295.8548828125,47.45518614768913,38.5751953125
2026-01-23 09:55:00+05:30,25281.5,25301.900390625,25280.30078125,0,25290.94921875,25287.94921875,0,0,Success,-0.011861950985121128,25292.559765625,25296.5923828125,55.775461551991555,35.9609375
2026-01-23 10:00:00+05:30,25292.30078125,25304.05078125,25263.5,0,25287.94921875,25277.650390625,0,0,Success,-0.04072622906630891,25289.249609375,25296.90234375,51.08774003762154,36.246651785714285
2026-01-23 10:05:00+05:30,25287.5,25308.650390625,25276.599609375,0,25277.650390625,25273.6015625,1,0,Fail,0.016017422752636984,25287.63984375,25296.56240234375,47.91574856455465,37.00390625
2026-01-23 10:10:00+05:30,25278.650390625,25291.599609375,25278.25,0,25281.69921875,25261.349609375,0,0,Success,-0.08049146221907368,25283.9296875,25295.72490234375,45.190954866899155,36.028878348214285
2026-01-23 10:15:00+05:30,25280.55078125,25288.05078125,25251.55078125,0,25261.349609375,25258.5,1,0,Fail,0.011280511212047246,25279.91953125,25294.81484375,39.27418741711362,36.500279017857146
2026-01-23 10:20:00+05:30,25261.69921875,25268.349609375,25258.099609375,0,25264.19921875,25236.94921875,1,0,Fail,0.10786013743818258,25274.56953125,25293.1748046875,39.04976272357428,36.071707589285715
2026-01-23 10:25:00+05:30,25265.150390625,25295.900390625,25260.80078125,0,25291.44921875,25279.09765625,1,0,Fail,0.04883691081981605,25275.26953125,25294.80478515625,53.37910737431572,31.768136160714285
2026-01-23 10:30:00+05:30,25291.69921875,25320.80078125,25286.69921875,0,25303.80078125,25300.099609375,0,0,Success,-0.014626940462408918,25280.499609375,25295.87734375,46.0535151541128,29.675362723214285
2026-01-23 10:35:00+05:30,25303.55078125,25315.69921875,25298.94921875,0,25300.099609375,25293.349609375,0,0,Success,-0.026679736855655597,25284.1796875,25296.45478515625,38.01825866420046,28.496791294642858
2026-01-23 10:40:00+05:30,25301.349609375,25310.19921875,25286.44921875,0,25293.349609375,25275.94921875,0,0,Success,-0.0687943308961757,25290.5796875,25295.84228515625,43.246315047139454,27.800362723214285
2026-01-23 10:45:00+05:30,25293.25,25300.400390625,25270.44921875,0,25275.94921875,25273.84765625,1,0,Fail,0.00831447508385179,25292.9296875,25293.8072265625,41.59034422195789,28.239676339285715
2026-01-23 10:50:00+05:30,25275.849609375,25287.400390625,25273.5,0,25278.05078125,25277.55078125,0,0,Success,-0.0019780006153436286,25290.25,25291.6873046875,47.501339891721805,26.789620535714285
2026-01-23 10:55:00+05:30,25278.25,25285.099609375,25269.69921875,0,25277.55078125,25265.80078125,0,0,Success,-0.046483933913074114,25285.0,25291.7998046875,41.8348133571448,24.685965401785715
2026-01-23 11:00:00+05:30,25277.650390625,25285.55078125,25265.19921875,0,25265.80078125,25257.451171875,1,0,Fail,0.033047079913636965,25278.140234375,25289.08486328125,44.08659465505565,24.586077008928573
2026-01-23 11:05:00+05:30,25265.0,25280.0,25261.05078125,0,25274.150390625,25263.400390625,1,0,Fail,0.042533576139467476,25274.300390625,25285.56240234375,43.57357397565185,24.396763392857142
2026-01-23 11:10:00+05:30,25274.25,25293.599609375,25273.5,0,25284.900390625,25265.25,0,0,Success,-0.0777159107665928,25276.090625,25284.03740234375,48.89895180350308,22.935965401785715
2026-01-23 11:15:00+05:30,25285.30078125,25289.900390625,25264.849609375,0,25265.25,25264.75,0,0,Success,-0.0019790027804989065,25273.53046875,25282.07490234375,45.805087502037544,22.435965401785715
2026-01-23 11:20:00+05:30,25265.099609375,25275.94921875,25254.80078125,0,25264.75,25254.19921875,1,0,Fail,0.04176087730929457,25270.9703125,25281.02744140625,44.125213204217616,22.9501953125
2026-01-23 11:25:00+05:30,25265.900390625,25278.19921875,25263.30078125,0,25275.30078125,25256.400390625,0,0,Success,-0.07477810368540062,25272.8703125,25279.77998046875,55.188041952384786,21.4072265625
2026-01-23 11:30:00+05:30,25275.849609375,25279.349609375,25255.599609375,0,25256.400390625,25229.099609375,0,0,Success,-0.10809450605690374,25269.3203125,25278.52998046875,47.40912802659928,22.371512276785715
2026-01-23 11:35:00+05:30,25256.44921875,25259.25,25229.099609375,0,25229.099609375,25211.599609375,0,0,Success,-0.0693643462151027,25258.16015625,25275.4375,29.293636867097774,22.017996651785715
2026-01-23 11:40:00+05:30,25229.69921875,25230.55078125,25210.400390625,0,25211.599609375,25193.349609375,0,0,Success,-0.07238731489775718,25247.430078125,25271.62001953125,20.392368366406274,21.021484375
2026-01-23 11:45:00+05:30,25211.44921875,25215.80078125,25193.349609375,0,25193.349609375,25179.25,1,0,Fail,0.05596560042080798,25233.15,25267.40498046875,18.64976481201313,21.4287109375
2026-01-23 11:50:00+05:30,25193.44921875,25224.650390625,25191.599609375,0,25207.44921875,25199.69921875,1,0,Fail,0.03074487994697748,25219.5796875,25263.69248046875,25.816810158572252,22.093052455357142
2026-01-23 11:55:00+05:30,25208.05078125,25218.150390625,25202.94921875,0,25215.19921875,25211.248046875,1,0,Fail,0.015669802331214233,25211.339453125,25261.3849609375,31.91459668006746,21.039481026785715
2026-01-23 12:00:00+05:30,25214.75,25223.30078125,25198.150390625,0,25219.150390625,25189.55078125,0,0,Success,-0.11736957398058659,25209.349609375,25259.13251953125,32.65623020346682,21.843052455357142
2026-01-23 12:05:00+05:30,25218.55078125,25218.55078125,25186.849609375,0,25189.55078125,25185.19921875,0,0,Success,-0.017275268375326138,25204.93984375,25254.03759765625,27.87859146881972,23.050223214285715
2026-01-23 12:10:00+05:30,25190.849609375,25195.80078125,25183.94921875,0,25185.19921875,25150.798828125,1,0,Fail,0.13658971019530167,25203.309765625,25248.10751953125,28.955634858994998,22.443080357142858
