model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,2025-12-22,76,0,76,0.0,25961.4
Logistic,2025-12-22,76,76,0,100.0,25978.9
RF,2025-12-22,76,0,76,0.0,25961.4
XGB,2025-12-22,76,0,76,0.0,25961.4
