Datetime,Close,High,Low,Open,Volume
2026-09-09T09:15:00+05:30,23618.6,23674.0,23601.0,23674.0,318630
2026-09-09T09:20:00+05:30,23617.4,23624.0,23605.0,23618.6,95810
2026-09-09T09:25:00+05:30,23620.0,23630.0,23610.2,23617.4,67275
2026-09-09T09:30:00+05:30,23620.1,23627.8,23608.1,23615.0,53820
2026-09-09T09:35:00+05:30,23635.0,23638.0,23612.0,23620.1,90025
2026-09-09T09:40:00+05:30,23638.0,23644.4,23630.0,23635.0,71565
2026-09-09T09:45:00+05:30,23610.0,23639.4,23606.0,23638.0,56550
2026-09-09T09:50:00+05:30,23605.1,23615.0,23601.0,23610.0,83395
2026-09-09T09:55:00+05:30,23598.4,23612.9,23590.0,23605.1,63180
2026-09-09T10:00:00+05:30,23586.5,23598.4,23576.0,23598.4,88790
2026-09-09T10:05:00+05:30,23591.4,23592.5,23578.8,23586.5,57005
2026-09-09T10:10:00+05:30,23597.4,23600.2,23577.5,23591.4,59605
2026-09-09T10:15:00+05:30,23630.0,23634.5,23593.8,23597.4,53625
2026-09-09T10:20:00+05:30,23654.0,23662.0,23623.0,23630.0,80210
2026-09-09T10:25:00+05:30,23656.2,23660.0,23645.0,23654.0,97825
2026-09-09T10:30:00+05:30,23640.0,23660.0,23636.0,23657.9,47060
2026-09-09T10:35:00+05:30,23618.0,23640.0,23616.0,23640.0,18070
2026-09-09T10:40:00+05:30,23616.0,23626.0,23611.0,23618.0,15080
2026-09-09T10:45:00+05:30,23627.0,23631.8,23612.2,23616.0,18785
2026-09-09T10:50:00+05:30,23630.0,23630.7,23611.6,23627.0,11960
2026-09-09T10:55:00+05:30,23639.9,23639.9,23625.0,23630.0,12090
2026-09-09T11:00:00+05:30,23645.0,23650.5,23637.5,23639.9,15990
2026-09-09T11:05:00+05:30,23645.0,23646.4,23633.5,23639.9,7930
2026-09-09T11:10:00+05:30,23634.0,23646.0,23634.0,23645.0,5135
2026-09-09T11:15:00+05:30,23640.0,23640.0,23625.3,23634.0,6240
2026-09-09T11:20:00+05:30,23626.0,23644.9,23625.0,23640.0,6240
2026-09-09T11:25:00+05:30,23635.0,23643.7,23626.0,23626.0,5850
2026-09-09T11:30:00+05:30,23635.0,23639.7,23630.0,23635.0,7215
2026-09-09T11:35:00+05:30,23629.6,23639.5,23624.0,23635.0,4290
2026-09-09T11:40:00+05:30,23636.7,23648.0,23627.0,23629.6,5590
2026-09-09T11:45:00+05:30,23630.0,23650.0,23630.0,23636.7,7995
2026-09-09T11:50:00+05:30,23609.0,23629.6,23607.0,23629.6,17745
2026-09-09T11:55:00+05:30,23591.0,23618.4,23587.0,23609.0,58435
2026-09-09T12:00:00+05:30,23581.0,23597.5,23576.1,23591.0,70330
2026-09-09T12:05:00+05:30,23577.0,23590.0,23576.1,23581.0,43745
2026-09-09T12:10:00+05:30,23590.3,23599.4,23577.0,23577.0,31395
2026-09-09T12:15:00+05:30,23589.5,23598.9,23580.0,23590.3,18915
2026-09-09T12:20:00+05:30,23585.5,23597.1,23577.2,23581.2,23790
2026-09-09T12:25:00+05:30,23608.0,23614.0,23585.5,23585.5,22100
2026-09-09T12:30:00+05:30,23650.0,23659.8,23608.0,23608.0,57265
2026-09-09T12:35:00+05:30,23657.4,23673.8,23643.8,23650.0,76440
2026-09-09T12:40:00+05:30,23669.0,23673.0,23651.1,23657.4,80990
2026-09-09T12:45:00+05:30,23660.1,23673.9,23651.6,23670.0,28535
2026-09-09T12:50:00+05:30,23649.3,23665.0,23645.2,23660.1,22685
2026-09-09T12:55:00+05:30,23668.0,23668.0,23640.0,23649.3,13910
2026-09-09T13:00:00+05:30,23648.8,23670.0,23643.8,23668.0,22490
2026-09-09T13:05:00+05:30,23662.3,23670.1,23648.7,23648.8,34190
2026-09-09T13:10:00+05:30,23647.0,23662.4,23641.6,23662.3,9880
2026-09-09T13:15:00+05:30,23650.0,23654.0,23640.1,23647.0,8645
2026-09-09T13:20:00+05:30,23644.7,23655.0,23642.0,23650.0,5525
2026-09-09T13:25:00+05:30,23658.7,23664.6,23644.7,23644.7,23985
2026-09-09T13:30:00+05:30,23650.0,23665.0,23644.2,23658.7,16575
2026-09-09T13:35:00+05:30,23658.2,23664.0,23645.0,23650.0,2925
2026-09-09T13:40:00+05:30,23654.7,23665.0,23654.7,23658.2,9620
2026-09-09T13:45:00+05:30,23650.7,23660.0,23650.0,23654.7,4810
2026-09-09T13:50:00+05:30,23648.0,23660.0,23648.0,23650.7,7215
2026-09-09T13:55:00+05:30,23660.0,23660.0,23640.0,23648.0,12610
2026-09-09T14:00:00+05:30,23664.0,23668.5,23652.6,23660.0,19240
2026-09-09T14:05:00+05:30,23651.0,23671.4,23651.0,23664.0,30615
2026-09-09T14:10:00+05:30,23645.0,23660.0,23634.3,23655.0,22360
2026-09-09T14:15:00+05:30,23640.0,23649.9,23635.3,23645.0,10205
2026-09-09T14:20:00+05:30,23642.2,23653.1,23636.5,23640.0,17485
2026-09-09T14:25:00+05:30,23641.9,23650.0,23639.1,23644.0,7605
2026-09-09T14:30:00+05:30,23622.0,23642.5,23615.4,23641.9,43875
2026-09-09T14:35:00+05:30,23606.7,23630.0,23605.5,23618.3,94185
2026-09-09T14:40:00+05:30,23600.0,23612.9,23598.1,23606.7,22490
2026-09-09T14:45:00+05:30,23605.0,23609.0,23590.0,23600.0,34255
2026-09-09T14:50:00+05:30,23601.2,23615.7,23600.0,23605.0,14560
2026-09-09T14:55:00+05:30,23596.8,23611.7,23595.3,23601.2,30355
2026-09-09T15:00:00+05:30,23564.8,23600.0,23562.7,23600.0,77610
2026-09-09T15:05:00+05:30,23575.3,23590.0,23555.0,23564.8,117975
2026-09-09T15:10:00+05:30,23583.5,23589.0,23571.4,23575.9,39845
2026-09-09T15:15:00+05:30,23574.5,23583.5,23566.7,23583.5,108225
2026-09-09T15:20:00+05:30,23558.7,23578.0,23550.7,23574.5,125060
2026-09-09T15:25:00+05:30,23549.2,23561.4,23542.5,23558.6,204815
2026-09-09T15:30:00+05:30,23533.3,23551.4,23525.6,23550.0,172120
2026-09-09T15:35:00+05:30,23517.1,23534.0,23517.1,23532.6,136630
