Datetime,Close_Price,Prediction,Predicted_Price
2025-11-25 09:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 09:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 10:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 11:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 12:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 13:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:30:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:35:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:40:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:45:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:50:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 14:55:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:00:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:05:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:10:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:15:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:20:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:25:00+05:30,25930.900390625,0,25918.451171875
2025-11-25 15:30:00+05:30,25930.900390625,0,25918.451171875
