Datetime,Open,High,Low,Volume,Close,Predicted_Price,Target,Prediction,Was_Correct,Pct_Change,SMA_5,SMA_20,RSI,ATR
2025-11-28 14:10:00+05:30,26204.80078125,26208.0,26199.80078125,0,26200.75,26199.80078125,1,0,Fail,0.0036228686201730865,26208.2703125,26218.34501953125,37.04960718374923,13.485770089285714
2025-11-28 14:15:00+05:30,26200.94921875,26206.900390625,26195.19921875,0,26201.69921875,26202.298828124996,0,1,Fail,-0.0022884369826324776,26206.16015625,26216.62001953125,39.40069772503109,13.567940848214286
2025-11-28 14:20:00+05:30,26201.599609375,26201.599609375,26194.900390625,0,26201.099609375,26197.099609375,1,0,Fail,0.015266534838746851,26204.619921875,26215.175,40.28856568623816,13.475027901785714
2025-11-28 14:25:00+05:30,26200.900390625,26206.099609375,26199.05078125,0,26205.099609375,26211.05078125,1,1,Success,0.022709976163841558,26202.7796875,26215.03994140625,47.14736060633049,12.8212890625
2025-11-28 14:30:00+05:30,26204.94921875,26221.599609375,26201.349609375,0,26211.05078125,26216.94921875,1,1,Success,0.02250362852381115,26203.93984375,26214.74248046875,38.35904233013832,12.58203125
2025-11-28 14:35:00+05:30,26209.30078125,26222.44921875,26207.650390625,0,26216.94921875,26205.55078125,0,0,Success,-0.04347736040869315,26207.1796875,26214.2849609375,44.50414847385599,12.7998046875
2025-11-28 14:40:00+05:30,26216.150390625,26219.05078125,26201.94921875,0,26205.55078125,26205.749999999996,1,1,Success,0.0007602158476384341,26207.95,26213.3400390625,35.00265732934747,13.178431919642858
2025-11-28 14:45:00+05:30,26205.30078125,26209.599609375,26201.900390625,0,26205.75,26207.0,1,1,Success,0.00476994552722208,26208.880078125,26212.605078125,35.29340616008342,12.7998046875
2025-11-28 14:50:00+05:30,26205.900390625,26210.150390625,26197.94921875,0,26207.0,26209.55078125,1,1,Success,0.009733205822871752,26209.26015625,26212.06005859375,42.37896485704719,12.7177734375
2025-11-28 14:55:00+05:30,26207.599609375,26214.400390625,26204.5,0,26209.55078125,26209.150390625,0,0,Success,-0.001527651611970529,26208.96015625,26212.04755859375,52.692454633667,12.350027901785714
2025-11-28 15:00:00+05:30,26209.69921875,26210.55078125,26200.099609375,0,26209.150390625,26212.050781250004,0,1,Fail,-0.011066328292875408,26207.400390625,26211.130078125,47.2174491221185,11.789341517857142
2025-11-28 15:05:00+05:30,26209.150390625,26213.150390625,26201.55078125,0,26206.25,26214.94921875,0,1,Fail,-0.033195206296207966,26207.540234375,26210.18759765625,47.68734936187034,11.696428571428571
2025-11-28 15:10:00+05:30,26204.900390625,26208.150390625,26196.150390625,0,26197.55078125,26198.949218750004,1,1,Success,0.005338046719240959,26205.900390625,26208.57509765625,35.64638138330547,11.785714285714286
2025-11-28 15:15:00+05:30,26197.44921875,26201.69921875,26196.150390625,0,26198.94921875,26199.75,1,1,Success,0.0030565395707813307,26204.290234375,26207.04755859375,43.78563711132091,11.0927734375
