model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-02-09,74,37,37,50.0,66.1118
Logistic,2026-02-09,74,37,37,50.0,62.4491
RF,2026-02-09,74,37,37,50.0,62.4491
XGB,2026-02-09,74,37,37,50.0,66.1118
