model,date,total_bars,bullish,bearish,bullish_pct,predicted_close_mean
LGBM,20250812,76,76,0,100.0,24591.35
Logistic,20250812,76,0,76,0.0,24560.45
RF,20250812,76,76,0,100.0,24591.35
XGB,20250812,76,76,0,100.0,24591.35
