model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2026-01-29,74,37,37,50.0,57.6353
Logistic,2026-01-29,74,37,37,50.0,55.151
RF,2026-01-29,74,37,37,50.0,57.6353
XGB,2026-01-29,74,37,37,50.0,57.6353
