model,date,total_bars,correct,incorrect,accuracy_pct,avg_error_mag
LGBM,2025-10-07,74,31,43,41.89,109.3408
Logistic,2025-10-07,74,43,31,58.11,132.8033
RF,2025-10-07,74,43,31,58.11,132.8033
XGB,2025-10-07,74,31,43,41.89,109.3408
